first_air_date,genre_ids,id,name,origin_country,original_language,original_name,overview,popularity,vote_average,vote_count
1999-10-07,"[18, 16]",43957,Seraphim Call,['JP'],ja,セラフィムコール,"Seraphim Call is a Japanese anime series by Sunrise from 1999. Seraphim Call may be considered avant-garde in several respects. For example: it is an anthology of individual stories while most other anime is serialized. Other examples include a surprise ending that comes at the beginning of one of the stories, an episode seen entirely through the eyes of a plush toy, one is largely a Thunderbirds parody, and two nearly identical episodes from individual twin perspectives. The experimentation in plot structure can be very subtle often requiring the viewer to watch each episode twice before noticing it.",1.609,0.0,0
1999-10-07,"[16, 35, 18, 10759]",9519,Excel Saga,['JP'],ja,へっぽこ実験アニメーション　エクセル♥サーガ,"Hyperactive Excel does anything and everything to try to please her lord, Il Palazzo, who wants to take over the planet. Excel’s misadventures takes her and her partner, the ever-dying Hyatt, all over the world, meeting several strange people as they go. Everything is bizarre and goofy, as any kind of anime or entertainment genre gets mocked and spoofed.",6.977,7.9,8
1999-10-05,"[16, 10759, 10765]",34841,Bucky: The Incredible Kid,['JP'],ja,ジバクくん,"Spaak, a very powerful and respected G.C. (Great Child) offers his position to a young boy named Bucky who has the dream to become the ruler of the world. In order to become a true G.C. to protect his land from animals that have gone haywire, he must cross the twelve countries and defeat each G.C. guardian who are ordered by the G.C. leader Hail to stop him. Kai and Pinky who are also G.C. follow Bucky on his journey to make his dream come true.",3.596,6.6,5
1999-10-05,"[18, 16, 35]",34751,Steel Angel Kurumi,['JP'],ja,鋼鉄天使くるみ,"A boisterous comedy starring the perfectly invincible ""Maidroid"" Kurumi, a product of science and magic and boy named Nakahito, they manage to get into all sorts of trouble.",4.565,10.0,1
1999-10-05,"[16, 10765, 35]",21289,Omishi Magical Theater Risky Safety,['JP'],ja,臣士魔法劇場 リスキー★セフティ,"Omishi Magical Theater: Risky Safety is an anime created by Rei Omishi, and it follows the journeys of an apprentice shinigami, or death god, named Risky and an apprentice angel named Safety who have been trapped in the same body. Whoever is in charge of the body depends on the emotions of those around them; if people are happy, then Safety appears, but if people are upset, then Risky takes charge.",1.329,0.0,0
1999-10-05,"[10759, 16]",8664,Dai-Guard,['JP'],ja,地球防衛企業ダイ・ガード,"Dai-Guard, lit. ""Terrestrial Defense Corp. Dai-Guard"" is an anime television series, produced and animated by XEBEC, and directed by Seiji Mizushima. It aired from October 5, 1999 to March 28, 2000 on TV Tokyo, ran for 26 episodes. 6 volumes of videos were released on VHS and DVD. The series also had a very brief run on Cartoon Network through Toonami's ""Giant Robot Week.""",2.687,0.0,0
1999-10-04,"[16, 35]",21985,Ippatsu Kikimusume,['JP'],ja,イッパツ危機娘,,2.589,7.0,1
1999-10-04,"[10759, 16]",20992,Sonic Underground,"['FR', 'US']",en,Sonic Underground,"Sonic, Sonia, and Manic are the children of Queen Aleena Hedgehog, the rightful ruler of Mobius, and are pursued relentlessly by Doctor Robotnik and his bumbling bounty hunters sidekicks, Sleet and Dingo. As infants, the siblings were separated and placed in hiding to fulfill a prophecy made by the Oracle of Delphius that the triplets would grow up to find their estranged mother, overthrow Robotnik, and take their places once more as Mobius' rightful rulers.",10.353,6.9,60
1999-10-04,"[16, 35, 10751]",5373,Angela Anaconda,"['US', 'CA']",en,Angela Anaconda,"A unique style of cutout animation tells the story of eight-year-old Angela, her weird and wonderful friends, and her sworn enemy--snobby Nanette Manoir.",14.837,4.5,23
1999-10-04,"[99, 16]",3557,Walking with Dinosaurs,['GB'],en,Walking with Dinosaurs,"Combining fact and informed speculation with cutting-edge computer graphics and animatronics effects, the series set out to create the most accurate portrayal of prehistoric animals ever seen on the screen.",15.256,7.8,68
1999-10-02,"[35, 16]",86389,Cyborg Kurochan,['JP'],en,サイボーグクロちゃん,"Kuro is just an ordinary cat who only wants to protect his owners who are an old couple that can't fend for themselves. One day while on a date with his girlfriend Pooly who is a dog, he is kidnapped by an evil scientist and turned into a robot. Kuro somehow removes the chip that controlled him and notices that people get scared with his new robotic appearance and that he can now talk like a human. He decides to disguise himself with the skin of a stuffed toy and to continue living as a pet.",2.455,8.3,66
1999-10-02,[16],45054,Rescue Heroes,"['CA', 'US', 'CN']",en,Rescue Heroes,"Rescue Heroes is a Canadian/American animated children's television series produced by Nelvana, CBC and CBS. Based on the 1995 Fisher Price toy line of the same name, the series tracks the adventures of a team of globetrotting emergency responders who save people from a variety of disasters. Rescue Heroes stars Norm Spencer as Billy Blazes, Lenore Zann as Wendy Waters and Martin Roach as Rocky Canyon.

Three seasons of Rescue Heroes were produced and aired from 1999 until 2002. YTV aired the series as a feature of their ""Playtime"" block, and re-runs of the series were aired internationally. In 2003, Nelvana released Rescue Heroes: The Movie.",1.474,5.3,2
1999-10-02,"[16, 10759]",10079,Spider-Man Unlimited,['US'],en,Spider-Man Unlimited,"Spider-Man Unlimited was an American animated series featuring the Marvel comic book superhero Spider-Man. Fox Kids later resumed airing the show from 2000 to 2001, airing 13 episodes, the last ending on a cliffhanger. Several scripts were written for Season 2, including the conclusion of the cliffhanger, but were never produced.

Initially, the goal was to do an extremely low budget adaptation of the first 26 issues of The Amazing Spider-Man comic book, but Sony and Marvel had already engaged in a deal, and so Saban was cut from many source and couldn't use the traditional Spider-Man suit or adapt the early comics. Also, in the original idea, Spider-Man was stranded in a Counter-Earth in which Ben Parker didn't die and thus Peter Parker lacked the morale fortitude to resist becoming Venom. However Marvel Comics didn't like the idea and stated that they would not do a story with two Peter Parkers.",29.695,7.4,122
1999-10-02,[16],3747,Archie's Weird Mysteries,['US'],en,Archie's Weird Mysteries,"Archie's Weird Mysteries is an American animated children's television program, based on the Archie comics. The series premise revolves around a Riverdale High physics lab gone awry, making the town of Riverdale a ""magnet"" for B-movie style monsters. The show is distributed as meeting the FCC's educational and informational children's programming requirements, and is used by commercial stations in the United States to meet this guideline. Produced by DIC Entertainment, the show was initially shown mornings on the PAX network, often with infomercials bookending the program. The following season, its repeats were syndicated to television stations throughout the US, as a way to comply with mandatory E/I regulations.",4.768,4.6,5
1999-10-02,"[10759, 16, 10751]",3214,Rescue Heroes,"['US', 'CA']",en,Rescue Heroes,"Rescue Heroes was initially a line of toys from Fisher-Price introduced in 1997. Rescue Heroes depicts various rescue personnel and their equipment. In 1999, an animated television series based on the figurines was released. A film titled Rescue Heroes: The Movie was released in 2003, and it was based on the TV series.",0.856,0.0,0
1999-09-28,"[16, 10765]",11690,Watership Down,['CA'],en,Watership Down,"Watership Down is an animated television series, loosely adapted from the novel of the same name by Richard Adams. It was a co-production of Alltime Entertainment of the United Kingdom and Decode Entertainment of Canada, and produced by Martin Rosen, the director of the 1978 feature film adaptation.

Watership Down aired for 39 episodes and three series from 1999 to 2001, on both YTV in Canada and CITV in the UK, though the latter did not broadcast the third series. It starred several well-known British actors, including Stephen Fry, Rik Mayall, Phil Jupitus, Jane Horrocks, Dawn French, John Hurt, and Richard Briers, among others. Stephen Gately sang a new arrangement of Art Garfunkel's ""Bright Eyes"", which had been included in the 1978 feature film, while Mike Batt and the Royal Philharmonic Orchestra contributed a completely new score. In 2003, composer Eric Robertson as well as David Greene and Mike Batt were nominated for a Gemini Award for Best Original Music Score for a Dramatic Series for their work on the show.

Some episodes from the adaptation were released on VHS and later, DVD. In October 2005, a Region 2 DVD box set of all three series was released in the UK.",6.306,8.5,2
1999-09-27,"[16, 10762]",103318,TorontoTom – kocour z Ameriky,['CZ'],cs,TorontoTom – kocour z Ameriky,,0.6,0.0,0
1999-09-27,"[18, 16, 10751]",9202,Hilltop Hospital,"['FR', 'DE', 'GB']",fr,Hilltop Hospital,"Hilltop Hospital is a claymation children's television programme made in 1999. It consists of 52 ten-minute shorts. The series is directed by Pascal Le Nôtre and produced in English, French, German and Dutch. The series is adapted from a series of books by Nicholas Allan of the same name. ZDF started broadcasting the shorts in 2003.

It was released by Buena Vista Home Video in 2000 and Maverick Entertainment in 2006 in the UK.",3.945,7.0,2
1999-09-25,[16],13377,Monster by Mistake,['CA'],en,Monster by Mistake,"Das Monster aus Versehen ist eine kanadische Animations-Kinderserie, die in Deutschland auf SuperRTL ausgestrahlt wurde.",4.576,7.8,4
1999-09-24,[16],43846,Sol Bianca: The Legacy,['JP'],ja,太陽の船ソルビアンカ,"Thousands of years into the future, mankind has colonized other  planets across the galaxy and completely forgotten about Earth. On one  part of the galaxy, the female space pirates and their colossal starship  Sol Bianca get a surprise when a young girl named Mayo stows  away on board the ship. The crew then embarks on a journey to Earth to  find the whereabouts of Mayo's parents and discover the secrets of the  lost planet.",0.6,0.0,0
1999-09-24,"[16, 35]",2073,Mission Hill,['US'],en,Mission Hill,"Mission Hill is an American animated television series that ran on The WB from September 24, 1999, to July 16, 2000, and on Adult Swim from July 14 to August 11, 2002. Although 18 episodes were planned, only 13 episodes were produced. The show was put on hiatus by the WB Network after two episodes due to poor ratings. It returned to the WB in the summer of 2000 but was canceled after four additional episodes. The show went on to develop a cult following, thanks to repeated airings of all 13 episodes on Teletoon's ""Teletoon Unleashed"" block, Cartoon Network's popular late night programing block, Adult Swim and Too Funny To Sleep, a late night programing block on TBS. Mission Hill was formerly known as The Downtowners, although MTV's production of the similarly titled Downtown forced a name change.

It has also been popular outside of the United States and Canada, receiving broadcasts in Australia, Eastern Europe, Latin America, Spain and New Zealand. Stylistically, the series is recognizable for its bright, neon color palette, and features a peculiar mixture of modern animation and traditional ""cartoonish"" drawings.",7.957,7.4,28
1999-09-18,[16],56204,The Big Guy and Rusty the Boy Robot,['US'],en,The Big Guy and Rusty the Boy Robot,,3.375,9.5,2
1999-05-06,"[16, 9648, 80, 10765]",10684,Sherlock Holmes in the 22nd Century,['US'],en,Sherlock Holmes in the 22nd Century,"Sherlock Holmes in the 22nd Century is an animated television series, in which Sherlock Holmes is brought back to life in the 22nd century. The series is a co–production by DiC and Scottish Television and was nominated for a Daytime Emmy for Special Class Animated Program.",1.971,8.4,7
1999-09-18,"[16, 10759]",932,Transformers: Beast Machines,"['CA', 'US']",en,Transformers: Beast Machines,The Maximals awaken on their home planet of Cybertron and are chased by mindless Vehicons created by Megatron. The Maximals must free the planet from Megatron and restore it to its real way of living.,4.711,9.4,10
1999-09-14,"[16, 10759, 10765]",35508,Reign: The Conqueror,['JP'],ja,アレクサンダー戦記,,2.102,6.0,3
1999-09-13,"[10751, 16]",536,Mona the Vampire,['CA'],en,Mona the Vampire,"Mona the Vampire is a Canadian/French animated television series based on the series Robyn le Vampire, directed by Louis Piché and Jean Caillon, originally based on the short stories created and written Sonia Holleyman and later written by Hiawyn Oram. It is mainly shown on YTV, Radio-Canada, VRAK.TV, CBBC and Cartoon Network Poland. The series follows the extraordinary adventures of 10-year-old Mona Parker and her friends as they battle a new foe of the supernatural in every episode.

The show was produced in Montreal by Cinar, in association with Alphanim, Fancy Cape Productions, Agogo Media and Tiji.",3.333,7.2,5
1999-09-11,"[10759, 16]",115300,Princesse du Nil,['FR'],fr,Princesse du Nil,,0.6,0.0,0
1999-09-10,[16],16614,Flipper and Lopaka,['AU'],en,Flipper and Lopaka,"Flipper and Lopaka, it follows the adventures of Lopaka, a boy granted the ability to speak with marine animals, on his tribe's island home and the undersea city of Quetzo.",2.222,6.0,4
1999-09-10,"[10751, 16, 35]",15905,Detention,['US'],en,Detention,A group of eight troubled 6th grade students from Benedict Arnold Middle School in Oak Forest who continually find themselves in detention. The kids are constantly trying to stay out of detention and out of trouble.,2.556,0.0,0
1999-09-09,[16],13353,Yvon of the Yukon,['CA'],en,Yvon of the Yukon,"Yvon of the Yukon is a cartoon television show developed by Studio B Productions and Corus Entertainment. Based in the fictional town of Upyer Mukluk, the show premiered on YTV on 9 September 1999, and last aired on 22 November 2005.

Yvon of the Yukon won the 2002 Leo Award for Best Youth or Children's Program or Series and Greg Sullivan was awarded the Best Director award for a Youth or Children's Program. The show captured both awards again in 2004. In 2005, Dennis Heaton won a Writers Guild of Canada Award for his work on the episode The Trouble With Mammoths.",1.96,6.0,2
1999-09-06,"[16, 10759]",22784,Cybersix,"['AR', 'CA', 'JP']",en,Cybersix,"In the dark megalopolis of Méridiana, the silhouette of a mysterious character named Cybersix emerges. It is a creature of Doctor Von Reichter who fights against his abominable creations thus preventing him from carrying out his plans. By day, Cybersix, or rather Adrian Seidelman, is a literature teacher in a high school and 'transforms' into a Cybersix at night to foil Von Reichter's plans. While remaining incognito, she obtains the help of her friend Lucas Amato, a science teacher in the same high school. She will also be accompanied by Julien, a young boy who made a living from flights before returning to the right path, but also and above all by Data 7, a black bioroid panther. She will in fact face especially José, the ""clone"" son of Von Reichter.",1.432,0.0,0
1999-09-06,"[16, 35]",11147,Colorful,['JP'],ja,カラフル,Vignettes typically involving men and teenage boys attempting to catch a glimpse of women's panties and/or look down their blouses.,3.207,6.3,3
1998-09-06,"[16, 35]",2777,Oggy and the Cockroaches,['FR'],fr,Oggy et les Cafards,"Oggy, an anthropomorphic cat, would prefer to spend his days watching television and eating, but is continuously pestered by three roaches: Joey, Marky and Dee Dee. The cockroaches' slapstick mischief ranges from plundering Oggy's refrigerator to hijacking the train he just boarded. In many situations Oggy is also helped by Jack, who is more violent and short-tempered than him and is also annoyed by the cockroaches. Bob, a short-tempered bulldog, also appears in the show, and is Oggy's neighbor.",51.784,7.5,226
1999-09-06,"[16, 10765]",1585,Dragon Tales,"['US', 'CA']",en,Dragon Tales,"Dragon Tales is an American-Canadian animated pre-school children's television series created by Jim Coane and Ron Rodecker and developed by Coane, Wesley Eure, Jeffrey Scott, Cliff Ruby and Elana Lesser. The story focuses on the adventures of two siblings, Max and Emmy and their dragon friends Cassie, Ord, Zak, Wheezie, and Quetzal. The series began broadcasting on the Public Broadcasting Service on their PBS Kids block on September 6, 1999, with its final episode aired on November 25, 2005. Re-runs ceased in 2010.",8.253,7.7,26
1999-09-06,"[16, 35, 10751, 10765]",733,Sabrina: The Animated Series,"['CA', 'US']",en,Sabrina: The Animated Series,"Sabrina: The Animated Series is an American animated television series based on the Archie Comics character Sabrina, the Teenage Witch. It was produced by Savage Studios Ltd. and Hartbreak Films in association with DIC Entertainment, which was owned by Disney at the time. The cartoon series is a spin-off of the popular live action series that ran on ABC. Later, a movie, Sabrina: Friends Forever, and a spin-off series, Sabrina's Secret Life, were produced by DiC, this time without the ownership of Disney. Reruns currently air on the ""This Is for Kids"" block on the TV channel This.",10.576,7.7,35
1999-09-04,"[16, 10751, 10762]",74540,Famille Pirate,['FR'],fr,Famille Pirate,,0.6,6.5,2
1999-09-04,"[10759, 16]",37419,Zoids: Chaotic Century,['JP'],ja,ゾイド,"Van discovers a Zoid Organoid in an abandoned laboratory while running from two strangers piloting Zoids. Also in the laboratory, in an animated suspension tube is a strange girl. He breaks the tube open and takes her and the Organoid with him. The girl, who says her name is Fiona, wants to find something called ""Zoids Eve"", and so Van, the Organoid Zeke, and Fiona begin their adventure.",18.949,8.6,168
1999-08-30,"[16, 35, 10759, 10759]",15130,Monster Rancher,['JP'],ja,モンスターファーム,"Monster Rancher, known in Japan as Monster Farm, is a 73-episode anime series based on Tecmo's Monster Rancher video game franchise. It originally aired on Japanese television on TBS from April 17, 1999 to September 30, 2001. An English-language version by Bohbot Entertainment aired in North America on Fox Kids. In Japan, the program existed as two separate series; Enbanseki no Himitsu for episodes 1-48 and Densetsu e no Michi for episodes 49-73.",10.367,8.1,36
1999-08-30,"[16, 10759, 10765]",1890,Roughnecks: Starship Troopers Chronicles,['US'],en,Roughnecks: Starship Troopers Chronicles,"The exploits of the Mobile Infantry squad, ""Razak's Roughnecks,"" during the SICON–Bugs War between a newly united humanity and an extraterrestrial race, known as the ""Bugs,"" also sometimes referred to as Arachnids.",9.606,6.2,9
1999-08-27,"[16, 10759, 9648, 10765]",4390,"Roswell Conspiracies: Aliens, Myths and Legends",['US'],en,"Roswell Conspiracies: Aliens, Myths and Legends","Roswell Conspiracies: Aliens, Myths and Legends was an animated program, that originally aired in 1999 as part of BKN, the syndicated's cartoon programing block. The programming segment premiered in 1992. The show was part of BKN's drive to reinvent itself. The show's premise was that aliens had been living among humans for ages, and were the origins of many of the creatures humans know from myth, folklore and legends, including vampires and werewolves.",1.884,9.0,3
1999-08-16,"[16, 35, 10751]",2009,Rocket Power,['US'],en,Rocket Power,"The daily lives of four friends who enjoy extreme sports, surfing, and getting into some crazy situations.",29.797,7.9,196
1999-08-03,"[16, 35, 18]",2403,Downtown,['US'],en,Downtown,"Downtown is an animated series on MTV on urban life, based on interviews with real people. The show follows a diverse and multiracial cast who live in New York City, and presents their everyday lives through quirky, humorous, and imaginative perspectives from the characters. It was created by Chris Prynoski, a former animator on Beavis and Butt-Head and produced by David McGrath. In 2000, Downtown was nominated for an Emmy in the category of outstanding animated program.

Downtown faced a similar fate to many of MTV's other cartoons - it only lasted one season. The use of an original score rather than licensed music makes a sanctioned DVD release unlikely.

Some of the show's staff have gone on to work on the action animated series Megas XLR, which uses the same quirky humor found in Downtown as well as the character Goat, reprised by Scott Rienecker.",0.6,8.8,5
1999-08-01,"[16, 35]",117439,Ai no Wakakusa Yama Monogatari,['JP'],en,愛の若草山物語,"The comic story of Shizuka, the eldest daughter, who lives at home, showing no signs of getting married; her mother, who is both annoyed with Shizuka, and at the same time concerned about her window of eligibility; her sister Ikumi, with whom she gets along, even though they fight; and her father, who feels henpecked in this all-female household.",0.6,0.0,0
1999-08-01,[16],113925,Koume-chan ga Iku!!,['JP'],ja,小梅ちゃんが行く!!,"Koume is a new Office Lady, an employee of Caramel Ribbon, Inc., a firm of designers. This is the story of her days and nights, complete with humor unique to Osaka. Seen from outside, Kansai doesn't seem like the rest of Japan. Watching this show will make you an expert, even if you know nothing about the area right now. It's a humorous tale of life in a Japanese company, with Koume, her effeminate boss, and Kimi, a one-time girl gang member, as they try to sell (supposedly) new and fresh designs. The voice actors also come from Kansai, ensuring authenticity.",0.6,0.0,0
1999-08-01,"[16, 35]",19238,Oruchuban Ebichu,['JP'],ja,おるちゅばんエビちゅ,"Oruchuban Ebichu is a manga series by Risa Itō that was published by Futabasha Publishers. It later became an anime produced by Gainax, but animated by Group TAC. It first aired as six eight-minute episodes in 1999 as one third of the show Modern Love's Silliness. Ebichu is very adult in nature, and its explicit violence, innuendo, and sexual intercourse scenes could only be shown on DirecTV Japan. The uncut version of the series is only found on DVD. The show is done in a simplistic art style, and its sexual content is played for laughs rather than for fanservice.",2.895,7.8,6
1999-07-23,[16],67245,Gravitation: Lyrics of Love,['JP'],ja,グラビテーション,"Bad Luck's lead singer and lyricist, Shuichi Shindo, is a total wreck. With deadlines for the band's next album looming, the pressure is on, but the normally energetic Shuichi has become listless and fallen into a writing slump. It's all because Yuki - the great love of his life - has suddenly become cold and distant. Depressed and anxious, Shuichi doesn't want to think about lyrics, he just wants to know how to get Yuki to talk to him!

Now, thanks to Shuichi's big mouth bragging to the press about how talented he is, the band can't even hire someone else to write the lyrics for them. If they don't manage to break Shuichi out of his slump soon, it could mean the end of Bad Luck for good!",1.853,5.6,5
1999-07-23,[16],43214,10 Tokyo Warriors,['JP'],ja,倒凶十将伝,"Long ago, in feudal Japan, there was a fierce warrior named the  Demon King. He controlled a band of demons, known as the Kyouma. Only  the powers of ten warriors sealed the Demon King away and kept the  Kyouma under control. But now, Lord Shindigan, a powerful Kyouma is  planning to free the Demon King, and the reincarnations of the ten  warriors must band together and save the earth.",0.6,0.0,0
1999-07-09,"[35, 16]",81771,¡Qué bello es sobrevivir!,['ES'],es,¡Qué bello es sobrevivir!,,0.6,0.0,0
1999-07-09,"[16, 35]",26769,Cat Soup Theater,['JP'],ja,ねこぢる劇場 ぢるぢるORIGINAL,"23 animated shorts based on Nekojiru, aired as part of ""Bokusho Mondai Boss Chara Ou""",1.865,6.0,3
1999-07-08,[16],9071,Legend of Black Heaven,['JP'],ja,課長王子: Hard Rock Save the Space,"Life can crush your dreams. Oji is a middle-management drone whose only grip on sanity, in the drudgery of his corporate lifestyle, are the few shreds of hope surrounding his past life as the amazing guitarist of Black Heaven, a heavy metal band that almost made it. In his bleakest moment, the magic of performing is restored to him when a beautiful mysterious woman informs him that only his special sound can save the universe from an evil alien invasion. HARD ROCK SAVES SPACE!?",1.28,0.0,0
1999-07-07,"[16, 10765, 35]",9598,Magic User's Club,['JP'],ja,魔法使いTai!,"Kitanohashi High School has a small group of students called ""The Magic Users Club"". Most people think the five club members only learn how to do regular parlor tricks, but only its members know that they learn how to do real magic.",2.744,8.0,1
1999-07-05,"[16, 10751]",54552,Barbapapa around the world,['JP'],en,Barbapapa around the world,,8.372,7.3,3
1999-07-05,"[16, 35]",18960,Amazing Nurse Nanako,['JP'],ja,菜々子解体診書,"Nanako Shichigusa (16) works as a maid in the hospital of Dr. Kyogi Ogami. Nanako is a classic ditzy slapstick protagonist who tends to accidentally break things and do everything wrong. Ogami treats her frequently in a cruel or heartless manner—threatening her, yelling at her and even subjecting her to physical abuse—yet at the climax of every episode he comes through to rescue her from whatever predicament she got herself into. Much of the series revolves around the relationship between Nanako and Ogami—his mean veneer, her faith in him, and how he alternates between the evil mad scientist archetype and the knight in shining armor archetype.",1.644,0.0,0
1999-07-03,"[10765, 35, 16]",27067,Soul Hunter,['JP'],ja,仙界伝 封神演義,,0.841,0.0,0
1999-07-01,"[16, 18]",115598,TVアニメーション 下級生,['JP'],ja,TVアニメーション 下級生,,0.6,0.0,0
1999-06-30,[16],112413,Poil de Carotte,['FR'],fr,Poil de Carotte,,0.6,0.0,0
1999-06-30,"[35, 18, 16]",43017,Great Teacher Onizuka,['JP'],ja,グレート・ティーチャー・オニヅカ,"Onizuka is an ex-biker and gang leader who has one goal, to become the greatest teacher. He learns of the power and respect possible as an intern teacher, using his strength and connections to get his students to respect him. Now, graduated, he gets a job at a prestigious private school to handle their 'problem class' that made the past few teachers quit. He must handle a different sort of trouble when the trouble makers include some of the smartest kids in Japan who prefer a more cerebral approach to torturing their teacher. Onizuka must slowly win his students over and deal with their mistrust of teachers while handling the distrust of his fellow teachers.",15.949,8.5,54
1999-06-25,[16],120564,Samurai Spirits 2: Asura Zanmaden,[],es,Samurai Spirits 2: Asura Zanmaden,,0.6,0.0,0
1999-05-08,"[10751, 16, 35]",9980,The New Woody Woodpecker Show,['US'],en,The New Woody Woodpecker Show,The funny bird drives people crazy with his antics.,6.551,6.2,15
1999-05-04,"[16, 10762]",103316,O raráši Mlíkovi,['CZ'],cs,O raráši Mlíkovi,,0.6,0.0,0
1999-05-03,"[16, 10765]",45076,Cybuster,['JP'],ja,魔装機神サイバスター,"Cybuster is a 26 episode anime that aired in Japan between May 3, 1999 and October 25, 1999.",0.907,6.0,1
1999-05-01,[16],2330,Mickey Mouse Works,['US'],en,Mickey Mouse Works,"Mickey Mouse Works is an American television show that features the cartoon character Mickey Mouse and his friends in a series of animated segments. It is somewhat of an update of Mickey's Mouse Tracks. It is the first Disney television animated series to be broadcast in HD. The series is rated TV-Y7.

Mickey Mouse, Minnie Mouse, Donald Duck, Daisy Duck, Goofy, Pluto, and Ludwig Von Drake all star in their own segments. Horace Horsecollar, Clarabelle Cow, Huey, Dewey and Louie, Chip 'n Dale, Scrooge McDuck, Pete, Humphrey the Bear, J. Audubon Woodlore, Dinah the Dachshund, Butch the Bulldog, Mortimer Mouse and Clara Cluck all appear as supporting characters. Musical themes for each character are composed by Stephen James Taylor with a live 12-piece band and extensive use of the fretless guitar. Music was nominated for an Annie Award in both 1999 and 2000. Although it was a very short-lived series, it immediately became very popular in its original run and in syndication. The cartoons on the show were later used in the Disney animated television series House of Mouse.",6.694,5.3,6
1999-05-01,"[16, 35, 10751, 10765]",387,SpongeBob SquarePants,['US'],en,SpongeBob SquarePants,"Deep down in the Pacific Ocean in the subterranean city of Bikini Bottom lives a square yellow sponge named SpongeBob SquarePants. SpongeBob lives in a pineapple with his pet snail, Gary, loves his job as a fry cook at the Krusty Krab, and has a knack for getting into all kinds of trouble without really trying. When he's not getting on the nerves of his cranky next door neighbor Squidward, SpongeBob can usually be found smack in the middle of all sorts of strange situations with his best buddy, the simple yet lovable starfish, Patrick, or his thrill-seeking surfer-girl squirrel pal, Sandy Cheeks.",23.587,7.4,2020
1999-04-26,"[16, 35, 18]",2274,Home Movies,['US'],en,Home Movies,"TV series about the life of Brendon Small, an eight-year-old visionary who, using his friends Jason and Melissa as actors, have managed to direct over a thousand homemade films. His parents are divorced, but it doesn't feel strange since so many other kids' parents are divorced. His friend Jason actually feels upset because his parents are still together. At school, he is taught soccer by his coach John McGuirk, or as he calls him, ""that weird Irish guy"".",10.025,7.0,54
1999-04-23,"[16, 10759]",67010,Saiyuki,['JP'],ja,最遊記,"On present day Earth, the brotherhood of humans and demons (youkai) has been broken. A corrupt and evil demon, Gyumao, is performing experiments that combine human science and youkai magic, causing all demons to go crazy. Now, Genjo Sanzo, a trash-taking Buddist monk, is given a mission: Deliver a sacred scroll, the Maten Scripture, to India. For the journey, he is teamed up with Son Goku, a 500-year-old demon, Sha Gojyo, a red-eyed half demon human, and Cho Hakkai, a school teacher turned demon. Together, the four of them must travel to India, but the road ahead will surely be full of speed bumps, and demon attacks.",0.624,2.0,1
1999-04-12,[16],10938,Bob the Builder,['GB'],en,Bob the Builder,"Bob the Builder is a British children's animated television show created by Keith Chapman. In the original series Bob appears as a building contractor specializing in masonry in a stop motion animated programme with his colleague Wendy, various neighbours and friends, and their gang of anthropomorphised work-vehicles and equipment. The show is broadcast in many countries, but originates from the United Kingdom where Bob is voiced by English actor Neil Morrissey. The show was later created using CGI animation starting with the spin-off series Ready, Steady, Build!.

In each episode, Bob and his group help with renovations, construction, and repairs and with other projects as needed. The show emphasizes conflict resolution, co-operation, socialization and various learning skills. Bob's catchphrase is ""Can we fix it?"", to which the other characters respond with ""Yes we can!"" This phrase is also the title of the show's theme song, which was a million-selling number one hit in the UK.",44.092,5.9,49
1999-04-09,"[16, 18]",37546,Turn A Gundam,['JP'],ja,∀ガンダム,"It is the Correct Century, two millenniums after a devastating conflict which left the world broken. Earth is now mostly uninhabitable, and thus a remnant of humanity has resided on the Moon while the Earth and its few survivors recover.",9.701,5.0,2
1999-04-09,"[16, 10765]",34159,Corrector Yui,['JP'],ja,コレクター・ユイ,"Yui is an average schoolgirl who lives in a future where all computers are supported by a single global network known as COMNET. Yui is a computer-illiterate girl who after a computer-lab accident is approached by IR, a raccoon looking corrector computer program, which tells her she must save COMNET. She must stop the rogue A.I. (Artificial Intelligence) computer program known as Grosser and his hench-programs from taking over the world. Grosser was originally designed to be that manager of all of COMNET. At first she's very reluctant to play the heroine because of her complete lack of knowledge and ability with computers. To save COMNET she must find and gain the trust of the other seven wayward corrector programs. They must also find the creator or COMNET Professor Inukai, to help stop Grosser for good.",2.962,7.0,2
1999-04-08,[16],37537,Dual! Parallel Trouble Adventure,['JP'],ja,デュアル! ぱられルンルン物語,"Dual! Parallel Trouble Adventure is a fourteen episode series created in 1999 by Masaki Kajishima and produced by AIC, both well known for the Tenchi Muyo! franchise. It is licensed in the US by Pioneer LDC, later known as Geneon. In addition to the original run, an OVA special was added to conclude the series as a de facto ""14th episode"".",1.926,9.0,1
1999-04-08,"[10759, 16, 80, 10765]",31091,A.D. Police,[],ja,A.D. Police,"Set a few years before Bubblegum Crisis Tokyo 2040, A.D. Police chronicles the tales of Mega-Tokyo's special police division designed to control rogue Boomers in the city. A.D. Police Officer Kenji Sasaki loses another partner to a rabid boomer. A day after he's sent off-duty, he receives a new partner: German cop Hans Kleif.",2.475,2.0,1
1999-04-07,"[16, 35, 10765]",37829,I'm Gonna Be An Angel!,['JP'],ja,天使になるもんっ!,"I'm Gonna Be An Angel! is an anime produced by Studio Pierrot. A manga was also released in Japan in 1999. The anime was licensed for release in the United States by Synch-Point, but its domestic distribution license has since expired. The American DVD release was never completed, due to poor marketing and distribution, and thus, poor sales. The manga has not been licensed for release in the United States.",1.619,5.5,2
