first_air_date,genre_ids,id,name,origin_country,original_language,original_name,overview,popularity,vote_average,vote_count
2014-06-12,"[16, 10762]",79387,Pip Ahoy!,['GB'],en,Pip Ahoy!,"Pip and his friends will carry out a rescue here, solve a problem there and most importantly, always have a fun time in the adventures they share together.",0.846,0.0,0
2014-06-05,"[16, 35]",101269,Pelezinho em: Planeta Futebol,['BR'],pt,Pelezinho em: Planeta Futebol,,0.966,0.0,0
2014-05-19,"[10762, 16]",82072,Lily's Driftwood Bay,['IE'],de,Lily's Driftwood Bay,,0.6,0.0,0
2014-05-16,[16],67340,Magi: Adventure of Sinbad,['JP'],ja,マギ シンドバッドの冒険,"Not so long ago, mysterious structures called dungeons began appearing all over the world. No one knows what they are or how they came to be, but adventurers and armies around the world instantly took interest in them. Thousands set out to explore the dungeons, but so far, not a single person has returned. In a Parthevia port, a young boy is about to make a name for himself. Sinbad is good-natured, strong, and craving adventure. A kind deed leads to his meeting with Yunan, an enigmatic traveler who is far more powerful than his frivolous personality lets on. Yunan instructs Sinbad to attain the ""power of the king"" and change the world—by conquering a dungeon. The eager boy readily accepts, setting out on the grand adventure he so craved. Taking place 15 years before the events of the original series, Sinbad no Bouken chronicles Sinbad's youth as a dungeon conqueror. Along the way, the budding adventurer and merchant will have to face many obstacles, but anything is possible with the power of a king.",5.207,7.0,12
2014-05-12,"[16, 10762]",66135,Julius Jr.,['US'],en,Julius Jr.,Paul Frank's fun artwork comes to life in this show that follows monkey Julius Jr. and his friends as they explore the world and help each other out.,1.031,5.0,2
2014-05-09,"[10759, 16]",89929,Qin Shi Ming Yue: Kong Shan Niao Yu,['CN'],zh,秦时明月 特别篇：空山鸟语,Spin-off episodes of the franchise Qin Shi Ming Yue focusing on Baifeng.,1.4,0.0,0
2014-05-02,"[16, 10762]",62310,Space Racers,[],en,Space Racers,"Welcome to the fantastic world of Stardust Bay – the imaginative home of the Space Racers!  This animated series geared toward preschool children offers a universe of fun for the entire family!  Enjoy stunning computer-generated imagery, real space sounds and images, and exciting storylines that teach exploration, investigation, observation and teamwork.",1.164,7.5,2
2014-04-27,"[16, 10762]",82520,Trudes Tier,[],de,Trudes Tier,,0.6,0.0,0
2014-04-25,"[16, 10762]",79516,Doozers,[],en,Doozers,"The little green builders from Jim Henson' Fraggle Rock are back in their own show. The show follows four young Doozers, as they build and invent to solve problems.",2.383,7.0,2
2014-04-22,[16],60807,M3: Sono Kuroki Hagane,['JP'],ja,M3 ~ソノ黒キ鋼~,,2.713,10.0,1
2014-04-19,"[16, 10751, 10762]",65660,Wickie und die starken Männer,['DE'],de,Wickie und die starken Männer,,0.6,8.0,3
2014-04-19,[16],64418,Foot 2 Rue Extrême,[],fr,Foot 2 Rue Extrême,,1.96,0.0,0
2014-04-17,[16],77239,World Fool News,['JP'],ja,ワールド フールニュース,,0.6,0.0,0
2014-04-14,"[16, 35]",50035,Clarence,['US'],en,Clarence,"The adventures of a young boy named Clarence, who is optimistic about everything, and his two best friends Jeff and Sumo.",51.876,6.8,49
2014-04-13,"[16, 35, 10749]",60842,Mekakucity Actors,['JP'],ja,メカクシティアクターズ,"The incidents which occurred on August 14th and 15th bring a group of young boys and girls together… They are members of a group they call themselves the ""Mekakushi Dan"" (Blindfold Organization) and each member possesses a strange power involving their eyes.",6.254,5.5,12
2014-04-13,"[16, 18]",60828,Mischief of the Gods,['JP'],ja,神々の悪戯,"Yui Kusanagi is ordered by Zeus, a god and the headmaster of a school he created, to teach the meaning of love to young and handsome gods. The reason he has for doing this is to cancel the negative effects of the weakening bond between the world of the divine and the world of the humans.",3.248,7.8,3
2014-04-11,"[16, 35, 10749]",61530,Inugami-san to Nekoyama-san,['JP'],ja,犬神さんと猫山さん,"The story revolves around Nekoyama Suzu, a timid, shy tsundere girl loves dogs, and Inugami Yachiyo, a super masochistic, air-headed, friendly girl who loves cats. One day, after a fateful meeting, the two find themselves attracted to each other. In response to Inugami's instinctive approaches, Nekoyama is always bashful. Their friend Aki has to work hard to make jabs at some of the situations of the two, and also to stop Inugami from going berserk.",0.6,3.5,4
2014-04-11,"[16, 10759]",60832,Nanana's Buried Treasure,['JP'],ja,龍ヶ嬢七々々の埋蔵金,"Disowned by his father, Jugo Yama has run away from home to the island of Nanae. He begins to live by himself, only to discover his room is haunted by the ghost of Nanana Ryugajo. She was murdered ten years ago, and her killer must be found before she can rest in peace. Before her death, Nanana collected things from all over the world and hid them throughout the island. Using the mysterious powers of these hidden items, they should be able to find the culprit. As Jugo begins his hunt for her collection, however, he discovers he's not the only person searching.",3.752,4.5,4
2014-04-11,"[10759, 16, 10765]",60831,Knights of Sidonia,['JP'],ja,シドニアの騎士,"An alien race called Gauna has destroyed Earth. leaving humanity struggling to survive aboard the spaceship Sidonia. Even though it’s been a century since the last encounter with the Gauna, military service is mandatory. For Nagate Tanikaze, whose grandfather secretly hid him in the forgotten bowels of Sidonia, it’s a strange new world as he’s forced to come to the surface. Yet his recruitment comes just in time, for the Gauna have suddenly reappeared.",17.842,8.1,58
2014-04-11,"[16, 18]",60811,Ping Pong the Animation,['JP'],ja,ピンポン,"Despite having drastically different personalities, high school boys Peco and Smile have been friends since childhood. Now, they’re both talented members of a table tennis club—but what happens when these sports lovers have to go up against each other in tournaments?",10.141,8.6,39
2014-04-10,"[16, 10759, 10765]",70801,Marvel Disk Wars: The Avengers,[],en,Marvel Disk Wars: The Avengers,"A group of teenagers join forces with the Avengers, Earth's mightiest heroes, to fight against the tyrannical Loki and his mighty empire.",6.393,3.0,1
2014-04-10,"[16, 35]",60843,Is the Order a Rabbit?,['JP'],ja,ご注文はうさぎですか？,"Kokoa Hoto is a positive and energetic girl who becomes friends with anyone in just three seconds. After moving in with the Kafuu family in order to attend high school away from home, she immediately befriends the shy and precocious granddaughter of Rabbit House cafe's founder, Chino Kafuu, who is often seen with the talking rabbit, Tippy, on her head. After beginning to work as a waitress in return for room and board, Kokoa also befriends another part-timer, Rize Tedeza, who has unusual behavior and significant physical capabilities due to her military upbringing; Chiya Ujimatsu, a waitress from a rival cafe who does everything at her own pace; and Sharo Kirima, another waitress at a different cafe who has the air of a noblewoman despite being impoverished. With fluffy silliness and caffeinated fun.",47.573,7.1,7
2014-04-10,"[10759, 16]",60826,Dai Shogun - Great Revolution,['JP'],ja,風雲維新ダイショーグン,"In the late Edo period, Japan had experienced an unprecedented crisis by Kurofune (Black Ships), the ships from foreign countries. But a giant robot called Onigami, which has existed since ancient time, dispelled the Kurofune ships and the exclusion of foreigners was accomplished. The story begins in Japan where Meiji restoration in 1868 didn't happen.",3.36,8.9,4
2014-04-10,"[16, 10765]",60819,Atelier Escha & Logy : Alchemists of the Dusk Sky,['JP'],ja,エスカ&ロジーのアトリエ ~黄昏の空の錬金術士~,"In order to survive the eventual arrival of the ""Dusk End,"" people of the western reaches of the ""Land of Dusk"" devoted their efforts to rediscover and recreate lost alchemic technologies. Those technologies were then gathered in the alchemy city known as ""Central,"" where research was conducted on how to halt the advance of the twilight. Having learned the newest alchemic techniques in Central, young alchemist Logy requested a transfer to an understaffed town of Colseit on the frontier to make use of his abilities. There he meets Escha, an apprentice girl assigned to the Development Department. Together, the two make a promise to use their alchemic techniques to bring success to the Development Department.",2.413,7.1,17
2014-04-09,"[10759, 16, 35]",60825,Chaika - The Coffin Princess,['JP'],ja,棺姫のチャイカ,"Toru Acura is a 20-year-old retired soldier meandering through life now that the war has ended. He encounters Chaika Trabant, a 14-year-old sorceress carrying a coffin, and follows her in hopes of finding meaning to his life again. The two travel with Toru's adopted sister, Akari, the employed member of the group and thus Toru's source of income.",9.673,7.4,17
2014-04-09,"[10759, 16, 35, 10765]",60808,No Game No Life,['JP'],ja,ノーゲーム･ノーライフ,"This is a surreal comedy that follows Sora and Shiro, shut-in NEET siblings and the online gamer duo behind the legendary username ""Kuuhaku."" They view the real world as just another lousy game; however, a strange e-mail challenging them to a chess match changes everything—the brother and sister are plunged into an otherworldly realm where they meet Tet, the God of Games.

The mysterious god welcomes the two to Disboard, a world where all forms of conflict are settled through high-stake games. This system works thanks to a fundamental rule wherein each party must wager something they deem to be of equal value to the other party's wager. In this strange land where the very idea of humanity is reduced to child’s play, the indifferent genius gamer duo of Sora and Shiro have finally found a real reason to keep playing games: to unite the sixteen races of Disboard, defeat Tet, and become the gods of this new, gaming-is-everything world.",27.381,8.6,331
2014-04-09,"[10751, 16, 35]",47480,The Tom and Jerry Show,['US'],en,The Tom and Jerry Show,"The iconic cat and mouse rivals are back in The Tom and Jerry Show, a fresh take on the classic series. Preserving the look, characters and sensibility of the original, the all-new series shines a brightly colored, high-definition lens on the madcap slapstick and never-ending battle that has made Tom and Jerry two of the most beloved characters of all time.",19.434,5.7,19
2014-04-08,"[16, 10759]",108387,史上最強の弟子ケンイチ ～闇の襲撃～,['JP'],ja,史上最強の弟子ケンイチ ～闇の襲撃～,,0.6,0.0,0
2014-04-08,"[16, 35]",69217,The Comic Artist and His Assistants,['JP'],ja,マンガ家さんとアシスタントさんと,"The life of an artist can be hard: Long, arduous hours working with only your thoughts and assistants to keep you company. In the case of overworked mangaka Aito, his attempts to merge the two are so far unsuccessful. His priorities are askew and subjecting his assistants to his fantasies has taken precedent over work. Despite his abuse of power, his assistants are willing to play along. Thankfully, editor Mihari is there to keep him in line, from threatening to fire him to physical punishment.",7.769,7.1,8
2014-04-08,[16],68612,魔法少女大戦,[],ja,魔法少女大戦,,0.667,6.0,1
2014-04-08,"[10759, 16, 35]",60871,Soul Eater Not!,['JP'],ja,ソウルイーターノット！,"Ding-dong! Dead-dong! Class is about to begin, and you don't want to be late on your first day of school! Join Tsugumi Harudori in the ""NOT"" class at Death Weapon Meister Academy, a school dedicated to training transforming weapons like Tsugumi and the meisters who will wield them. Many ""NOT"" (Normally Overcome Target) students aspire to join the elite ""EAT"" (Especially Advantaged Talent) class. But it may take Tsugumi some time to find her confidence-- and a partner -- at this crazy school!",6.045,5.9,9
2014-04-08,"[10759, 16, 9648, 10765]",60834,Black Bullet,['JP'],ja,ブラック・ブレット,"A near future, where humans have been defeated by the viral parasites named Gastrea. They have been exiled into a small territory and live in despair, side-by-side in terror.

In this world trapped in darkness—

Rentaro, a boy living near Tokyo and member of the ""Civil Security""—an organization specializing in fighting against the Gastrea—is used to accomplishing dangerous tasks. His partner is Enju, a precocious young girl. They fight thanks to their peculiar powers until one day, when they receive a special assignment from the government. This top secret mission is to prevent the destruction of Tokyo...

Set in a near future, this thrilling heroic-action story... starts now!",11.691,7.7,86
2014-04-07,"[10766, 16]",84390,Meu Pedacinho de Chão,['BR'],pt,Meu Pedacinho de Chão,,4.775,10.0,1
2014-04-06,"[10759, 16, 10765]",67460,Yu-Gi-Oh! Arc-V,['JP'],ja,遊☆戯☆王ARC-V,Yu-Gi-Oh! Arc-V is the fourth main spin-off of the Yu-Gi-Oh! series. Yuya Sakaki is a student who is learning to become an entertainment duelist at the You Show Duel School. He gains access to a new power during an exhibition match against the current champion but that is only the beginning of the mysteries in store for him and his friends.,15.202,6.1,8
2014-04-06,"[35, 18, 16]",60863,Haikyu!!,['JP'],ja,ハイキュー!!,"Shōyō Hinata was inspired to play volleyball after seeing Kurasuno High School's ""little giant"" competing in the national tournament on TV.  He trains relentlessly to make up for his lack of height, but suffers a crushing defeat in his first and last tournament of middle school at the hands of his rival Tobio Kageyama.  Vowing revenge against Kageyama and hoping to follow in the little giant's footsteps, Hinata joins Kurasuno High School's volleyball team.  To his initial dismay, Kageyama is also on Kurasuno's team.  The former rivals soon overcome their differences though and combine their strengths to form a legendary combo using Hinata's mobility and Kageyama's precision ball-handling.  Together with their team, they compete in prefecture tournaments and promise to meet Kurasuno's fated rival school at nationals.",57.275,8.9,618
2014-04-06,"[16, 35]",60844,Baby Steps,['JP'],ja,ベイビーステップ,"Eiichirō Maruo (nicknamed ""Ei-chan"" for his grades being straight ""A"") is an honor student, bookworm, and is not interested in anything other than studying. In order to solve his problem of lacking physical strength, he enrolled a tennis school and soon found the fascinating side of tennis. Being a tennis newbie lacking physical strength, he supplement his shortcomings with his excellent observing and analyzing skills.",6.016,8.8,4
2014-04-06,"[16, 35]",60835,If Her Flag Breaks,['JP'],ja,彼女がフラグをおられたら,"Sota Hatate is a boy who has the unique ability to see ""Flags"" above the heads of other people. The ""Flags"" mark critical crossroads in people's lives — when the choices they make will determine love, friendship, victory, and even death. He transfers into Tokyo's elite Hatagaya Academy, but instead of living by himself in the boys' dormitory, he ends up living with many beautiful girls under one roof.",3.742,7.5,2
2014-04-06,"[10759, 16, 10765]",60833,The Irregular at Magic High School,['JP'],ja,魔法科高校の劣等生,In a world where magic is not a fairy tale but has existed for one hundred years siblings Tatsuya and Miyuki Shiba prepare to begin their studies at the elite Private Magic University Affiliated High School (Magic High School for short). Entering on different levels of the academic spectrum the two turn the once peaceful campus into a chaotic one.,74.199,6.8,53
2014-04-06,"[16, 9805]",60829,Rowdy Sumo Wrestler Matsutaro!!,['JP'],ja,暴れん坊力士！！松太郎,"Matsutarō Sakaguchi is a giant roughneck man with strength far beyond ordinary people. He never uttered words like ""work hard,"" ""strive,"" and ""dream"" like the typical shōnen manga protagonist, and he is stronger than anyone and peerless in sumo wrestling. His greatest weakness, however, is his own carefree personality.",0.702,6.0,2
2014-04-06,"[16, 35, 18]",60827,One Week Friends,['JP'],ja,一週間フレンズ。,"High school sophomore Yūki Hase noticed that Kaori Fujimiya, his classmate, was always alone. He tried to start a conversation with her but was turned down: ""My memories of friendship can last only a week,"" she said. Despite of knowing this shocking truth, Yūki keeps trying to be Kaori's ""new"" friend every week.",7.414,6.4,11
2014-04-06,"[16, 35, 10765, 10759]",60818,The World is Still Beautiful,['JP'],ja,それでも世界は美しい,"In the Sun Kingdom, sunshine is part of its citizens' everyday lives, and rain is something that they have never even heard of. However, in a faraway land called the Rain Dukedom, the weather is reversed, and everybody has the power to create rain with their voices.

Livius Ifrikia has conquered the entire world and expanded the Sun Kingdom's influence in the three short years since he was crowned king. Upon learning about the powers to create rain, Livius decides to marry Nike Remercier, one of the princesses of the Rain Dukedom. However, those outside the Sun Kingdom have spread a rumor that Livius is a cruel, ruthless, and tyrannical ruler, and as word reaches the princess, she begins to prepare herself for the worst. But when she finally meets her fiancé, Nike discovers that he is an entirely different person from what she originally expected.",12.365,7.3,11
2014-04-06,"[16, 10759, 10765]",60806,Captain Earth,['JP'],ja,キャプテン・アース,"High-school student Daichi Manatsu works for the Globe organization to pilot a giant robot called the Earth Engine Impacter to protect the Earth from the invading alien force known as the ""Kill-T-Gang"", from the planet Uranus.",9.086,6.5,6
2014-04-06,"[10759, 16]",60805,Brynhildr in the Darkness,['JP'],ja,極黒のブリュンヒルデ,"When he was a child, Murakami was friends with a girl he called Kuroneko. One day, while trying to prove the existence of aliens to Murakami, she is killed in an accident that he barely survives. Guilty of his role in the accident, Murokami decides to dedicate his life to proving that aliens exist. Then, one day, a new student with mysterious powers transfers into his class who not only looks a lot like Kuroneko, but is named Kuroha, Neko.",6.775,7.7,13
2014-04-06,"[16, 18]",44163,Broken Blade,['JP'],ja,ブレイク ブレイド,"In the continent of Cruzon, an impending war between the Kingdom of Krisna and the nation of Athens is brimming. The people of this land are able to use quartz for whatever purpose they desire. Yet one person, Rygart Arrow, is not. He is an ""un-sorcerer,"" a person unable to use quartz. But this characteristic will enable him to pilot an ancient Golem, one strong enough to put up a fight against the invading army of Athens.",4.334,7.4,28
2014-04-05,"[16, 10762]",97035,Lady Jewelpet,['JP'],ja,Lady Jewelpet,"Momona is an ordinary junior-high school student hailing from Jewel Land. At her cousin's wedding, she envies the bride, Lady Diana, due to the fact that she is marrying the cousin who she had a slight crush on. However, once she sees Lady Diana and her cousin together, Momona begins to like her, and accepts her as her cousin's bride. Just as Lady Diana is about to properly meet her and introduce herself, Momona is transported to a snowy place in Jewel Land where the ruler, Lady Jewel, is giving a speech to the Petit Ladies, girls who are chosen as Jewel Candidates to be the next Lady Jewel. Momona meets her partner and mentor, Ruby, a white rabbit, who will guide her through the tasks in becoming Lady Jewel. Whoever passes the most tasks wins and becomes the next Lady Jewel, but standing in her way is Lillian, a girl who also aims to win the title of Lady Jewel, so she can choose her brother, Cayenne, to be her King alongside her. Momona soon also begins to fall in love with Cayenne, yet Lillian doesn't want her to get too close to him. Cayenne also seems to harbor feelings for Momona, but who will be chosen in the end as Lady Jewel to decide it all? And will Momona and Lillian ever become true friends and will Cayenne and Momona ever be together?",0.846,0.0,0
2014-04-05,"[16, 9648]",69355,The File of Young Kindaichi Returns,['JP'],ja,金田一少年の事件簿R,"High school student Hajime Kindaichi is the supposed grandson of famous private detective Kosuke Kindaichi. Visiting Hong Kong for a fashion event with Kindaichi, our hero's girlfriend Miyuki is captured by a stranger in a case of mistaken identity. The journey to save Miyuki itself leads to yet another crime case...",4.504,8.3,3
2014-04-05,"[35, 16, 10759]",60817,Daimidaler the Sound Robot,['JP'],ja,Kenzen Robo Daimidaler,"In order to stop the mysterious ""Penguin Empire"" from interfering with world peace, secret organization ""Prince Beauty Parlor"" has developed a giant robot that is powered by a rare special energy source called ""Hi-ERo particles."" Organization member Kyōko Sonan has located an ordinary high school student, Kōichi Madanbashi, with high amounts of Hi-ERo particles, making him a suitable candidate to pilot of the giant robot. But there is only one way to release his particles: allow Madanbashi to persuade him with lewd behavior.",5.746,7.6,7
2014-04-05,"[16, 10759, 35]",60810,Dragonar Academy,['JP'],ja,星刻の竜騎士,"In a land of dragons, where citizens called breeders tame their dragon pals, races of dragons are born from breeders who are given a Seikoku: a dragon star-shape brand. Learning to ride and tame dragons comes easy to most students at Ansarivan Dragonar Academy — except for first-year student Ash Blake, who is known by his fellow classmates as the ""number one problem child"".",7.11,8.1,9
2014-04-04,"[10759, 16]",112903,X Maiden,['JP'],ja,X Maiden,,0.6,0.0,0
2014-04-04,"[16, 35]",89644,Insufficient Direction,['JP'],ja,監督不行届,"This is the anime adaptation of Kantoku Fuyuki Todoki (Insufficient Direction), the first essay manga by the ""queen of the manga world,"" Moyoco Anno. The comedic and heartwarming autobiographical story follows her everyday married ""otaku lifestyle"" with Hideaki Anno, ""the founder of the otaku cult.""",1.96,0.0,0
2014-04-04,"[16, 10759]",60845,Riddle Story of Devil,['JP'],ja,悪魔のリドル,"The ""Class Black,"" 10th Grade of Myōjō Academy is composed of 12 assassins disguised as students and one target: Haru Ichinose. Fully aware of being the prey, Ichinose vows to survive assassination attempts and graduate from the school alive. One of the assassins, Tokaku Azuma, has started building up feelings for Ichinose and switched side to become her protector. Together they have to face the onslaught from their classmates of 11 assassins.",5.95,8.1,54
2014-04-04,"[9648, 16, 18]",60816,Selector Infected WIXOSS,['JP'],ja,セレクター インフェクテッド ウィクロス,"WIXOSS is a card game that's popular with teenagers. Supposedly there exist ""LRIG Cards,"" female character cards with wills of their own. Special girls can hear the voices of the LRIGs, and those who possess them are called ""Selectors."" These Selectors have card battles in a dimension that other humans cannot access. It's said that whoever triumphs in these battles will have their wish granted. Ruko Kominato is the latest girl to find a LRIG card. She names hers Tama, and without any further explanation is thrown into her life as a Selector.",9.563,7.3,6
2014-04-03,"[10759, 16, 10765]",60814,Blade and Soul,['JP'],ja,ブレイドアンドソウル,"Alka is an assassin for the Clan of the Sword. She's on a journey to find the woman Jin Valel, who killed her master Hon. Jin is demon-like woman who controls the Energy of Chaos and kills without feeling - not unlike how Alka has learned to kill in her work as an assassin. On her journey, Alka encounters three strange women, each great warriors in their own right, and grapples with her slain master's wish that she leave the life of an assassin behind.",6.113,7.2,8
2014-04-04,"[16, 35]",60812,The Kawai Complex Guide to Manors and Hostel Behavior,['JP'],ja,僕らはみんな河合荘,"Kazunari Usa finally has a place of his own at the Kawai housing complex. Unfortunately, his roommate is a total weirdo and a massive pervert! But life at the Kawai Complex isn’t all that bad with his dream-girl Ritsu living right down the hall.",36.769,6.4,10
2014-04-02,"[16, 35]",60904,TripTank,['US'],en,TripTank,"TripTank is Comedy Central’s newest animated experience, executive produced by ShadowMachine’s Alex Bulkley and Corey Campodonico. The weekly, eight-episode half-hour series, showcases a wide range of fast-paced, hard-hitting animated comedy shorts presented in an anthology style, weaving together stand-alone and recurring narrative pieces.",2.955,5.1,7
2014-04-01,"[16, 10759, 10765]",79057,Majin Bone,['JP'],ja,マジンボーン,,0.631,0.0,0
2014-03-31,"[16, 35, 10762]",106963,Gudetama,['JP'],ja,ぐでたま,"Gudetama, an egg that is dead to the world and completely lacks motivation. No matter what cooking method you use, Gudetama remains unmoved.",0.6,0.0,0
2014-03-22,"[16, 35, 10765]",60656,Keroro,['JP'],ja,ケロロ,keroro! A brand-new campaign to invade Pekopon begins!,1.4,10.0,1
2014-03-20,"[35, 16]",112464,功夫兔与菜包狗,['CN'],zh,功夫兔与菜包狗,,0.6,0.0,0
2015-03-13,"[10751, 10762, 16]",93712,Five Fables,['GB'],en,Five Fables,"Enchanting animated series depicting Aesop's classic fables in a modern translation, narrated by Billy Connolly.",0.6,0.0,0
2014-03-10,"[10765, 16, 10762]",73492,Nandaka Velonica,['JP'],ja,ナンダカベロニカ,"Velonica is a high-handed and ultra-selfish little alien girl on the Galaxy Network, who begins to cause havoc on Earth. After a fated encounter with an Earthling boy Konpei, Velonica wavers between a possible budding romance with the boy and her dedication to the arts.",0.6,2.0,1
2014-02-27,"[16, 10765]",100363,我的三体,['CN'],zh,我的三体,,0.745,10.0,3
2014-02-27,"[16, 35]",65847,Pasila 2.5 The Spin-Off,['FI'],fi,Pasila 2.5 The Spin-Off,An animated comedy about police officers at one of the biggest police stations in Helsinki. Personal characters fight against domestic crimes like the way they see it best. In addition they face current phenomena such as the “Guugelheim project” and children’s talent shows “Who wants to be the next orphan millionaire”.,2.149,6.0,2
2014-02-26,"[35, 18, 16]",94927,Amazing Twins,['JP'],ja,絶滅危愚少女 Amazing Twins,"Amane Todoroki is a young girl who is straightforward but also unthinking. She will try her very best in everything and say, ""I don't know how to answer you if you ask me whether this can be done. I just believe it can. If not, then nothing will get started!"" She easily gets stuck in her thinking, but she can also get easily moved at something small and start crying.",1.808,8.0,1
2014-02-24,"[16, 10762]",103933,La chouette & Cie,['FR'],fr,La chouette & Cie,,0.6,0.0,0
2014-02-24,"[16, 10762]",98710,바오밥 섬의 파오파오,[],ko,바오밥 섬의 파오파오,,0.6,0.0,0
2014-02-17,"[16, 10762]",69107,Dinopaws,['GB'],en,Dinopaws,An animation about three young dinosaurs exploring their unusual world.,0.6,0.0,0
2014-02-09,"[10762, 16]",79655,Calimero,[],fr,Calimero,,1.774,8.0,1
2014-02-07,"[16, 10762]",64965,Zack & Quack,['GB'],en,Zack & Quack,"The adventures of an inventive boy named Zack and his best friend, a young duck called Quack. Resourceful friend and neighbour, Kira, joins the dazzling duo on each adventure and is on hand to fix any paper problem with her expert pop-up tool kit.",5.722,7.0,1
2014-02-06,[16],78955,Kirin the Noop,[],ja,キリン・ザ・ヌープ,,1.216,0.0,0
2014-02-06,"[16, 35]",61538,Wonder Momo,['JP'],ja,Wonder Momo,"One day, a group of aliens planning to take over Earth invade Tokyo. Momoko, who aspires to be an idol, gets involved in the fight in an unexpected form. Warudemon, king of the alien empire, uses various tactics to hunt down Momoko and the people around her. Momoko then decides to stand up to the Warudemon, plain and simple.",2.9,4.3,7
2014-02-03,"[16, 10762]",73489,Wallykazam!,['GB'],en,Wallykazam!,"The adventures of a boy named Wally Trollman and his pet dragon, Norville.",3.515,0.0,0
2014-02-02,[16],105468,Happiness Charge Precure!,['JP'],ja,ハピネスチャージプリキュア！,,1.8,0.0,0
2014-01-27,[16],61878,Filíocht Anois,['IE'],ga,Filíocht Anois,Animated shorts exploring the meanings behind poems.,0.6,0.0,0
2014-01-26,[16],106139,西游记的故事,['CN'],zh,西游记的故事,,0.6,0.0,0
2014-01-19,"[16, 10762]",64586,The New Adventures of Lassie,"['DE', 'US', 'FR', 'IN']",en,The New Adventures of Lassie,"For generations, Lassie the beautiful collie has been known and loved by viewers all over the world. Once again she enters the homes of millions of viewers as she talks for the first time in a TV adventure series for children aged 6 to 9.

",5.535,6.0,1
2014-01-19,"[16, 10762]",59631,Get Ace,['AU'],en,Get Ace,"Get Ace is an Australian animated television series set to screen on Network Ten on October 2013. The series follows the adventures of Ace McDougal, a nerdy 12 year old school kid who has been fitted with a set of top-secret, ultra high-tech spy braces. He teams up with Hugo, an obnoxious computer hologram that Ace can't operate his newfound braces without.

This series is created by Galaxy Pop duo Gian Christian and Dina McPherson, who previously produced Rock It!.",1.466,0.0,0
2014-01-17,[16],70985,Sanbiki no Ossan,['JP'],ja,三匹のおっさん～正義の味方、見参!!～,"Kiyokazu (Kinya Kitaoji) retires from the company where he worked for many years. He will begin a new job as a temp at a game center affiliated with his former company. After finishing his last day of work, he goes home. To celebrate his 60th birthday, his wife Yoshie (Yoshiko Nakada), son Kenji (Masahiro Komoto), daughter-in-law Takako (Naomi Nishida) and grandson Yuki (Takuro Ohno) are there waiting for him. Something causes Kiyokazu to become angry and he leaves home.",1.4,0.0,0
2014-01-16,"[16, 35, 18]",67143,Inari Kon Kon,['JP'],ja,いなり、こんこん、恋いろは。,"Fushimi Inari is a shy, not-so-bright middle school girl living in Kyoto's Fushimi ward. She has a crush on her classmate Tanbabashi, but cannot express her feelings. One day, as thanks for helping a fox pup, the deity Uka no Mitama no Kami grants her the ability to change her form.",6.094,7.0,2
2014-01-14,"[10765, 16]",79936,Wolverine Versus Sabretooth,['US'],en,Wolverine Versus Sabretooth,"It's claw versus claw as Logan faces his age-old foe in the latest Marvel Knights Animation, Wolverine Vs. Sabretooth.",1.776,0.0,0
2014-01-12,[16],61680,Wizard Barristers,['JP'],ja,ウィザード・バリスターズ～弁魔士セシル,"Wizards and humans live side-by-side in Tokyo. While police continue to protect the rest of society, wizards are tried according to magical laws in special courts defended by wizard barristers. Cecile Sudo has just become the youngest wizard barrister at age 17, and begins work at the Butterfly Law Offices. However, unbeknownst to her, she has tremendous magical potential…",2.931,7.3,25
2014-01-11,"[16, 35]",74191,"Wake Up, Girls！",['JP'],ja,"Wake Up, Girls！",,2.763,9.0,2
2014-01-11,"[10759, 16, 35, 10765]",70545,World Conquest Zvezda Plot,[],ja,世界征服~謀略のズヴィズダー~,"Junior High student Jimon Asuta is in a fix. He had a big fight with his dad and was kicked out of the house. With no money and no place to live he shares the last of the food with an unusual little girl he encounters. It turns out she is Venera the Great, the leader of the secret organization Zvezda and committed to conquering the world. At first he thinks it is just a little girl's fantasy, but strange events with weird technology soon prove that Zvezda is, in fact, for real.",1.715,8.3,3
2014-01-11,"[16, 35]",62640,Nisekoi,['JP'],ja,ニセコイ,"Nisekoi follows high school students Raku Ichijo, the son of a leader in the yakuza faction Shuei-Gumi, and Chitoge Kirisaki, the daughter of a boss in a rival gang known as Beehive. They unexpectedly meet when Chitoge hops a wall and knees Raku in the face. After she runs off, Raku realizes he has lost his locket which was given to him by his childhood sweetheart with whom he made a secret promise. After discovering Chitoge is a new transfer student in his class, he forces her to help him look for the locket. During the search, they begin to dislike each other.[8]

Upon returning home, Raku learns that the Shuei-Gumi and Beehive gangs have agreed to settle their feud by pairing their leaders' children. Raku learns that his girlfriend-to-be is none other than Chitoge. For the next three years, they must pretend to be in a relationship to maintain peace between the gangs. This turns out to be quite a challenging task, not only because of their hatred for one another, but also because Raku has a crush on another schoolmate, Kosaki Onodera, whom he secretly wishes was the girl who bears the key to his locket. Various developments complicate the situation, including Chitoge's over-protective bodyguard, a female hitman, a girl who claims to be Raku's fiancée, and the existence of multiple keys.",21.962,8.6,181
