,first_air_date,genre_ids,id,name,origin_country,original_language,original_name,overview,popularity,vote_average,vote_count,year,cleaned_name
19,2021-04-10,"[16, 35, 10765]",99073,I've Been Killing Slimes for 300 Years and Maxed Out My Level,['JP'],ja,スライム倒して300年、知らないうちにレベルMAXになってました,"An at-home comedy about a powerful girl who doesn’t work too hard!

After dying of overwork in the real world, I’m reincarnated as an immortal witch, and I spend 300 years enjoying a relaxing life. At some point, though, I end up at level 99! All those years spent killing slimes to make the money to pay the bills gave me a ton of experience points… Rumors of the level 99 witch spread, and soon I’m up to my ears in curious adventurers, duelist dragons, and even a monster girl calling me her mom! “This isn’t a dojo, so don’t come here to fight me…!” I’ve never been on an adventure, but I’m the strongest in the world… What’s going to happen to my relaxing life?!",20.8,0.0,0,2021.0,スライム倒して300年知らないうちにレベルmaxになってました
20,2021-04-09,"[16, 18, 10765]",118610,Blue Reflection Ray,['JP'],ja,BLUE REFLECTION RAY/澪,,1.706,0.0,0,2021.0,bluereflectionray澪
21,2021-04-08,"[16, 35]",116224,Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,['JP'],ja,Fairy蘭丸～あなたの心お助けします～,,2.696,0.0,0,2021.0,fairy蘭丸あなたの心お助けします
22,2021-04-08,"[16, 18, 35]",112601,Bakuten!!,['JP'],ja,バクテン!!,"The story follows Shōtarō Futaba, a boy who's fascinated with men's rhythmic gymnastics and enrolled at the Soshukan High School to join the school's team. The story follows a team of unique seniors and Yoshiya Misato, a classmate who's famous in high school rhythmic gymnastics tournaments, who run together toward one goal.",21.525,0.0,0,2021.0,バクテン
23,2021-04-08,"[16, 35]",112160,The Way of the Househusband,['JP'],ja,極主夫道,"Tatsu, a notorious and feared yakuza leader nicknamed ""The Immortal Dragon,"" withdraws from the criminal syndicate and becomes a housekeeper to help his wife, Miku. The series features a variety of comedic settings, typically showing Tatsu's domestic activities and intimidating inequality with his looks, as well as multiple encounters with his former colleagues and rivals in the Japanese Criminal Syndicate.",11.467,0.0,0,2021.0,極主夫道
24,2021-04-07,"[16, 35, 10759, 10765]",114198,Full Dive: This Ultimate Next-Gen Full Dive RPG is Even Shittier than Real Life!,['JP'],ja,慎重勇者」の土日月が贈る 新作ライトノベル 「#究極進化したフルダイブRPGが現実よりもクソゲーだったら,"In an unexpected turn of events, dull high school student Hiro Yuuki obtains the full dive role-playing game Kiwame Quest. Created by the best of technology, the game claims to take ""reality to its extremes,"" from stunning graphics, NPCs' behavior, to the scent of vegetation, and even the sensation of wind brushing against the skin—everything was the result of an ultimate workmanship. Except, the game is a little too realistic and messy to clear. Kiwame Quest features over ten quadrillion flags and reflects the players' real-life physical abilities in the game. Being hit in the game also hurts in real life and slash wounds take days to heal. The only reward here is the sense of accomplishment. Conquer the most stressful game in history that can't be played casually!",11.613,0.0,0,2021.0,慎重勇者の土日月が贈る新作ライトノベル究極進化したフルダイブrpgが現実よりもクソゲーだったら
25,2021-04-07,"[16, 18]",95631,Super Cub,['JP'],ja,スーパーカブ,"Koguma is a high school girl in Yamanashi. She has no parents, friends, or hobbies, and her daily life is empty. One day, Koguma gets a used Honda Super Cub motorcycle. This is her first time going to school on a motorcycle. Running out of gas and hitting detours become a small source of adventure in Koguma's life. She is satisfied with this strange transformation, but her classmate Reiko ends up talking to her about how she also goes to school by motorcycle. One Super Cub begins to open up a lonely girl's world, introducing her to a new everyday life and friendship.",10.564,0.0,0,2021.0,スーパーカブ
26,2021-04-06,"[16, 35, 10759, 10765]",118541,The Slime Diaries: That Time I Got Reincarnated as a Slime,['JP'],ja,転スラ日記 転生したらスライムだった件,"""Dear diary… I got reincarnated as a slime.""

Even in another world, lives aren't always on the line. There's plenty of work to be done, from feeding the community and forging the items the community needs; as well as plenty of play ...and hijinks throughout! Join Rimuru and friends as they kick back and enjoy their daily lives.",8.906,0.0,0,2021.0,転スラ日記転生したらスライムだった件
27,2021-04-06,"[16, 10759]",117945,Joran The Princess of Snow and Blood,['JP'],ja,擾乱　THE PRINCESS OF SNOW AND BLOOD,"The year is 1931. Prince Tokugawa Yoshinobu is 94 years old and holds absolute control over Japan. Remnants of the Meiji era’s culture can be seen around the city, but scientific technology and Japanese esoteric cosmology Onmyodo are also developing, exuding a sense of modernity. Yet lurking behind the glitz is Kuchinawa, a dissident group planning the assassination of the prince, and effectively the fall of the regime. Tasked to extinguish these dissidents is Nue, the government’s secret executioner group. Sawa Yukimura, who works for this organization, suffered from an early age at the hands of the Kuchinawa boss. Her entire family was murdered and she dedicated her life to avenging their death.",3.681,0.0,0,2021.0,擾乱theprincessofsnowandblood
28,2021-04-06,"[16, 10759]",116727,Odd Taxi,['JP'],ja,オッドタクシー,"""So, where to?""

This town should look familiar, but suddenly, it's not.

The taxi driver Odokawa lives a very mundane life. He has no family, doesn't really hang out with others, and he's an oddball who is narrow-minded and doesn't talk much. The only people he can call his friends are his doctor, Gouriki and his classmate from high school, Kakibana.

All of his patrons seem to be slightly odd themselves. The college student who wants the world to notice him online, Kabasawa. A nurse with secrets named Shirakawa. A comedy duo that just can't catch a break named the Homosapiens. A local hoodlum named Dobu. An idol group that's just starting out named Mystery Kiss... All these mundane conversations somehow eventually lead to a girl who's gone missing.",7.636,0.0,0,2021.0,オッドタクシー
29,2021-04-06,"[16, 10765]",115236,The Saint's Magic Power is Omnipotent,['JP'],ja,聖女の魔力は万能です,"Sei, a 20-year-old workplace employee, is whisked away to a complete new world. Unfortunately for Sei, the ritual that summoned her—meant to produce a “Saint” who would banish the darkish magic—introduced two folks over as an alternative of 1. And everybody prefers the second woman over Sei?! But this is simply high quality by Sei, who leaves the royal palace to arrange store making potions and cosmetics along with her newfound magic. Business is booming, and this may not be such a nasty life, in any case…so long as her supposed Sainthood does not come again to hang-out her.",18.577,0.0,0,2021.0,聖女の魔力は万能です
30,2021-04-06,"[16, 9648, 10765]",99099,Mars Red,['JP'],ja,MARS RED,"It's the year 1923, and vampires have existed for quite a while. But now, the number of vampires is increasing and a mysterious, artificial blood source called Ascra has appeared. The Japanese government, in turn, creates ""Code Zero,"" a unit within the army tasked with taking down the vampiric forces. And what better way to track vampires than by using vampires? Created by Lieutenant General Nakajima, this unit has historically been in the business of information war, but has been re-assigned to solve the vampire crisis.",11.648,0.0,0,2021.0,marsred
31,2021-04-05,"[16, 35, 18]",106519,I Shaved. Then I Brought a High School Girl Home.,['JP'],ja,ひげを剃る。そして女子高生を拾う。,"Office worker Yoshida has been crushing on his coworker, Airi Gotō, for five years. Despite finally scoring a date with her, his confession is promptly rejected. Drunk and disappointed, he stumbles home, only to find a high school girl sitting on the side of the road. The girl, needing a place to stay the night, attempts to seduce Yoshida. Despite rejecting her advances, he nevertheless invites her into his apartment.

The next morning, the girl, introducing herself as Sayu Ogiwara, reveals that she has run away from Hokkaido all the way to Tokyo. During her six-month spree, she continually traded sexual favors for a roof over her head. Yoshida, however, remains unswayed by her seduction. Instead, he has her do a different kind of work—one that entails washing dishes and doing laundry. And so, a touching relationship between a heartbroken adult and a runaway high school girl begins.",16.566,0.0,0,2021.0,ひげを剃るそして女子高生を拾う
32,2021-04-05,"[16, 35]",98309,It's Disgusting to Call This Love,['JP'],ja,恋と呼ぶには気持ち悪い,,1.925,0.0,0,2021.0,恋と呼ぶには気持ち悪い
33,2021-04-04,"[16, 10762]",119977,Mazica Party,['JP'],ja,マジカパーティ,"The franchise's story centers on wizards who gather mazica in order to save the world. Junior high school student Kezuru wakes up after a strange dream featuring himself as a wizard, a creature called ""mazin,"" and a mysterious girl. The next day, his friend Kuracchi proudly shows off the newly launched Mazica Party card game. To Kezuru's shock, all the characters drawn in the game's cards are just like the ones in his dream.",1.403,0.0,0,2021.0,マジカパーティ
34,2021-04-04,"[16, 35]",118588,黒ギャルになったから親友としてみた。,['JP'],ja,黒ギャルになったから親友としてみた。,,3.952,0.0,0,2021.0,黒ギャルになったから親友としてみた
35,2021-04-04,"[16, 10759, 10765]",118151,Seven Knights Revolution: Eiyuu no Keishousha,['JP'],ja,セブンナイツ レボリューション -英雄の継承者-,,3.303,0.0,0,2021.0,セブンナイツレボリューション英雄の継承者
36,2021-04-04,"[16, 18, 35]",108478,"Farewell, My Dear Cramer",['JP'],ja,さよなら私のクラマー,,5.323,0.0,0,2021.0,さよなら私のクラマー
37,2021-04-04,"[16, 35, 10765]",103249,Dragon Goes House-Hunting,['JP'],ja,ドラゴン、家を買う。,"When a dragon fails to live up to the fearsome standards set for him, his family kicks him out. He embarks on a quest to find a new home, but soon finds that life on the road is no place for a cowardly beast of legend. In a fantasy world full of elves, dwarves, and other mythical creatures, where everyone wants a piece of him, the frustrations of house-hunting reach a whole new level.",3.549,0.0,0,2021.0,ドラゴン家を買う
38,2021-04-04,"[16, 35, 10759, 10765]",100567,Combatants Will Be Dispatched!,['JP'],ja,戦闘員、派遣します！,"It's tough being on the front lines for an evil organization, and nobody knows this better than No. 6, a Combatant for the Kisaragi Secret Society. Dispatched to a distant alien world on a reconnaissance mission, he's got a new android partner, but how are you supposed to plan an interstellar invasion--of a fantasy world?!",11.592,0.0,0,2021.0,戦闘員派遣します
39,2021-04-03,"[16, 18, 10765]",116725,Vivy: Fluorite Eye's Song,['JP'],ja,Vivy -Fluorite Eye's Song-,,6.556,0.0,0,2021.0,vivyfluoriteeyessong
40,2021-04-03,"[16, 18]",106782,Those Snow White Notes,['JP'],ja,ましろのおと,"When Setsu's grandfather died, so did Setsu's ""sound""—his unique creative spark. Grieving, he goes to Tokyo to find himself...but manages to become totally, literally lost on his first day. Only a chance meeting with Yuna—aka Yuka, the hostess—saves him from being robbed. At first glance their lives seem totally different, but they're both striving for their dreams—hers, of being an actress, and his, of developing his talent with the shamisen—and it could just be that life in the raucous, unfeeling urban sprawl of Tokyo could just be what binds their fates together...",13.597,0.0,0,2021.0,ましろのおと
41,2021-04-03,"[16, 35]",105721,Burning Kabaddi,['JP'],ja,灼熱カバディ,,10.599,0.0,0,2021.0,灼熱カバディ
42,2021-04-02,"[16, 35]",106611,Let's Make a Mug Too,['JP'],ja,やくならマグカップも,,2.263,0.0,0,2021.0,やくならマグカップも
43,2021-04-02,"[16, 10759, 10765]",96451,SSSS.DYNAZENON,['JP'],ja,SSSS.DYNAZENON,,21.017,0.0,0,2021.0,ssssdynazenon
44,2021-04-01,"[16, 10759, 10765]",111177,Godzilla Singular Point,['JP'],ja,ゴジラS.P＜シンギュラポイント＞,"When danger comes up from the depths, only young geniuses Mei, Yun, and their team can face the threat.",39.575,0.0,0,2021.0,ゴジラspシンギュラポイント
45,2021-04-01,"[16, 35, 10765, 10759]",104699,Shaman King,['JP'],ja,シャーマンキング,,33.502,0.0,0,2021.0,シャーマンキング
52,2021-03-07,"[16, 10765]",112795,Oshiete Hokusai! The Animation,['JP'],ja,おしえて北斎！-THE ANIMATION-,,2.176,0.0,0,2021.0,おしえて北斎theanimation
59,2021-02-28,"[10762, 16]",119787,トロピカル～ジュ!プリキュア,['JP'],ja,トロピカル～ジュ!プリキュア,,1.828,0.0,0,2021.0,トロピカルジュプリキュア
60,2021-02-25,"[16, 9648, 10759]",112163,High Rise Invasion,['JP'],ja,天空侵犯,"High-school girl Yuri suddenly finds herself on the rooftop of a high-rise building. She's trapped in a bizarre world surrounded by skyscrapers, where a masked man cracked open a man's head with an axe before her eyes. Finding a way to survive this bizarre world, find her beloved brother, and escape becomes her top priority, but she is beset by danger not just from the mysterious Masks, which possess both inhuman strength and cruelty, but other survivors turned cruel or desparate by the insanity of the high-rise world.",71.62,8.2,81,2021.0,天空侵犯
61,2021-02-25,"[16, 18, 35]",101242,Kiyo in Kyoto: From the Maiko House,['JP'],ja,舞妓さんちのまかないさん,"Kiyo and Sumire came to Kyoto from Aomori Prefecture, dreaming of becoming maiko. But after an unexpected turn of events, Kiyo starts working as the live-in cook at the Maiko House. Their story unfolds in Kagai, the Geiko and maiko district in Kyoto, alongside their housemate maikos. Kiyo nourishes them daily with her homecooked meals, and Sumire strives toward her promising future as the once-in-a-century maiko.",39.004,0.0,0,2021.0,舞妓さんちのまかないさん
62,2021-02-14,"[16, 35]",118405,Demon Slayer Academy Valentine Chapter,['JP'],ja,キメツ学園 バレンタイン編,Valentine's Day special for Kimetsu no Yaiba.,12.591,0.0,0,2021.0,キメツ学園バレンタイン編
63,2021-02-14,"[16, 35, 10765]",95203,Vlad Love,['JP'],ja,ぶらどらぶ,"Mitsugu Bamba is a high school girl who is crazy about donating her blood, to the point that she feels compelled to visit a local blood bank despite the unfriendly nurse. One day, Mitsugu encounters a beautiful girl there who looks like she has come from overseas. The girl is so pale that she appears ready to faint. Instead, she suddenly starts trashing the blood bank. The girl then loses consciousness and so Mitsugu takes her home...",111.207,4.8,4,2021.0,ぶらどらぶ
64,2021-02-13,"[16, 9648, 10759, 10765]",118465,異能のアイシス,['JP'],ja,異能のアイシス,,1.062,0.0,0,2021.0,異能のアイシス
68,2021-02-05,"[16, 35]",120165,D4DJ: Petit Mix,['JP'],ja,ぷっちみく♪ D4DJ Petit Mix,A mini-anime series featuring characters from the D4DJ Groovy Mix mobile game.,1.4,8.0,1,2021.0,ぷっちみく♪d4djpetitmix
75,2021-01-26,[16],117547,哆啦A梦 一生に一度は100点を,['JP'],ja,哆啦A梦 一生に一度は100点を,,0.698,0.0,0,2021.0,哆啦a梦一生に一度は100点を
83,2021-01-15,"[16, 35, 10759]",114211,Gintama: The Semi-Final,['JP'],ja,銀魂 THE SEMI-FINAL,,2.705,0.0,0,2021.0,銀魂thesemifinal
84,2021-01-13,"[16, 18]",111255,Wonder Egg Priority,['JP'],ja,ワンダーエッグ・プライオリティ,"Ai, a young girl with shut-in tendencies, who tries not to interact with others. She keeps one of her eyes hidden behind her hair. One day, she happens to stop by a deserted arcade, where she meets ""Acca."" Spinning the gacha at their urging, she acquires a ""Wonder Egg,"" and from that moment, her fate begins to change...",54.362,9.3,4,2021.0,ワンダーエッグプライオリティ
85,2021-01-13,"[16, 35]",110837,Bungo Stray Dogs Wan!,['JP'],ja,文豪ストレイドッグス わん!,"The peaceful days of the very popular work Bungou Stray Dogs are here. The characters of the Armed Detective Agency and the Mafia are in miniature form?! Due to Atsushi and co. becoming cute, this is a different experience to the original work—a pleasant gag manga!",81.045,0.0,0,2021.0,文豪ストレイドッグスわん
86,2021-01-13,"[16, 10759, 10765]",99071,Redo of Healer,['JP'],ja,回復術士のやり直し,"In a world of monsters, adventurers and magic, some of the most gifted healers are subjugated to brute force. Keyaru gains the ability to rewind time and turns the tables on those who’ve exploited him in this dark fantasy tale of vengeance and fury.",112.144,9.1,230,2021.0,回復術士のやり直し
87,2021-01-12,"[16, 35, 10765]",109805,Azur Lane: Slow Ahead!,['JP'],ja,アズールレーン びそくぜんしんっ!,"This is a slightly peculiar world where the shipgirls live in. A lively and enjoyable school life for girls from different factions will begin at the naval port of Azur Lane. Living out their lives to the fullest, these girls get into various shenanigans—slowly but surely!",71.462,4.7,3,2021.0,アズールレーンびそくぜんしんっ
88,2021-01-11,[16],113780,WAVE!! -Let's go surfing!!-,['JP'],ja,WAVE!!～サーフィンやっぺ!!～,Follow the story of these beach boys who learned to love the ultimate sport of surfing!,62.449,9.0,1,2021.0,waveサーフィンやっぺ
89,2021-01-11,"[16, 35, 10759, 10765]",94664,Mushoku Tensei: Jobless Reincarnation,['JP'],ja,無職転生 ～異世界行ったら本気だす～,"34-year-old virgin loser is kicked out of his home by his family and realized that his life is completely over. As he regrets wasting his life, a truck runs him over and he died. When he wakes up... He’s in a world of sword and sorcery! Reborn as a baby named Rudeus, he decides that this time, he’ll live a life he won’t regret!",68.236,7.9,13,2021.0,無職転生異世界行ったら本気だす
90,2021-01-11,"[16, 10759, 10765]",92401,Ex-Arm,['JP'],ja,エクスアーム,2014: Akira Natsume seems to almost have a phobia of electrical devices while also being very good at diagnosing them. He resolves to change himself for the better and get a girlfriend like his older brother did. ...But then Akira suddenly dies in an accident. 16 years later a special policewoman and her android partner retrieve and activate a highly advanced AI and superweapon called EX-ARM and put it into full control of their ship as a last resort. Turns out the AI is actually just Akira's brain!,89.345,5.5,2,2021.0,エクスアーム
91,2021-01-10,"[16, 10759]",110309,SK8 the Infinity,['JP'],ja,SK∞ エスケーエイト,"""S"" is a dangerous, top secret, no-holds-barred downhill skateboarding race down an abandoned mine. When avid skateboarder Reki takes Langa to the mountain where ""S"" is held, Langa, who’s never been on a skateboard in his life, finds himself sucked into the world of ""S"" and...?!",50.591,10.0,1,2021.0,sk∞エスケーエイト
92,2021-01-10,"[16, 35]",110070,Horimiya,['JP'],ja,ホリミヤ,"A secret life is the one thing they have in common. At school, Hori is a prim and perfect social butterfly, but the truth is she's a brash homebody. Meanwhile, under a gloomy facade, Miyamura hides a gentle heart, along with piercings and tattoos. In a chance meeting, they both reveal a side they've never shown. Could this blossom into something new?",136.692,8.4,12,2021.0,ホリミヤ
93,2021-01-10,"[16, 35, 9648]",108952,Dr. Ramune: Mysterious Disease Specialist,['JP'],ja,怪病医ラムネ,"So long as people have hearts, there will be those with worries and concerns. Those hearts are then invaded by something strange, causing them to show strange physical symptoms. These ailments, called ""mysterious diseases,"" exist unseen to most people. Modern medicine offers no cure, but there is one doctor who fights these diseases along with his pupils. His name is Ramune. He looks nothing like a doctor, is foul-mouthed, and does whatever he pleases, but he has the ability to pinpoint the cause of the troubles hidden deep within his patients' hearts and cure their mysterious diseases.",60.767,6.0,1,2021.0,怪病医ラムネ
94,2021-01-10,"[16, 10765]",107315,Aikatsu Planet!,['JP'],ja,アイカツプラネット！,"Its story is set in Aikatsu Planet, a world where everyone can become cute idols using an avatar. While spending school life, the main characters are aiming to become top idols. Everyday parts such as the main character's school life will be filmed in live-action, and the Aikatsu Planet! world will be drawn in anime and 3DCG (like the previous series). The live-action part's cast members will form a unit ""STARRY PLANET*"" and perform as idols at events and on YouTube. A new Data Carddass game linked to the TV series, ""Data Carddass Aikatsu Planet!"" is also scheduled to begin its service this winter.",2.162,0.0,0,2021.0,アイカツプラネット
95,2021-01-10,"[16, 10759]",101873,Cells at Work! Code Black,['JP'],ja,はたらく細胞BLACK,"Alcohol, smoking, and stress—in the body subjected to these irritants, the cells responsible for maintaining life seem to fight a war that never ends. Due to a severe shortage of workers, Red Blood Cell AA2153 has to quickly learn to deliver oxygen and collect carbon dioxide, even in dangerous conditions. Meanwhile, White Blood Cell U-1196 has to do her part by dealing with germs and viruses during life-threatening situations. In the midst of these crises, they have to work together to keep the body healthy, despite not knowing if their sacrifices will be worthwhile. Cells at Work! Code Black takes a different approach by showing the grittier side of the jobs our cells perform.",14.195,6.3,3,2021.0,はたらく細胞black
96,2021-01-10,[16],100935,Idoly Pride,['JP'],ja,IDOLY PRIDE,"High school student Kotono Nagase moves into a dorm with nine other aspiring idols, who quickly realize it takes more than cute choreography and cute outfits to advance in the idol-ranking VENUS program... where the top spot is held by Kotono’s older sister.",27.483,3.5,2,2021.0,idolypride
97,2021-01-10,"[16, 9648, 10759, 10765]",100022,Kemono Jihen,['JP'],ja,怪物事変,"When a series of animal bodies that rot away after a single night begin appearing in a remote mountain village, Inugami, a detective from Tokyo who specializes in the occult, is called to investigate.

While working the case, he befriends a strange boy who works in the field every day instead of going to school. Shunned by his peers and nicknamed ""Dorotabō"" after a yokai that lives in the mud, he helps Inugami uncover the truth behind the killings – but supernatural forces are at work, and while Dorotabō is just a nickname, it might not be the only thing about the boy that isn't human.",90.499,6.8,5,2021.0,怪物事変
98,2021-01-10,[16],96042,Skate-Leading☆Stars,['JP'],ja,スケートリーディング☆スターズ,"Kensei Maeshima left figure skating behind, now only using his athleticism to help several high school teams. But his rival announces a shift to a team sport, bringing a kid familiar with Kensei’s past to offer him an invite to the world of skate-leading.",29.245,1.0,1,2021.0,スケートリーディングスターズ
99,2021-01-09,[16],110371,WIXOSS DIVA(A)LIVE,['JP'],ja,WIXOSS DIVA(A)LIVE,,59.402,5.0,1,2021.0,wixossdivaalive
100,2021-01-09,"[16, 10759]",108977,Scar on the Praeter,['JP'],ja,プレイタの傷,"In the wake of a rebellion in the Akatsuki Special Ward of Tokyo, agents known as the Scard rise up to become the protectors of peace. With Divine Tattoos that each possess unique powers, they’ll have to fight to preserve their own definitions of justice.",25.26,0.0,0,2021.0,プレイタの傷
101,2021-01-09,"[16, 35, 10759, 10765]",103157,The Hidden Dungeon Only I Can Enter,['JP'],ja,俺だけ入れる隠しダンジョン ～こっそり鍛えて世界最強～,"The Hidden Dungeon is a place of legend where rare treasures and items are hidden. Nor, the third son of an impoverished noble family who's lost the one job offer he had, was lucky enough to hear about this dungeon. He then acquires a skill that allows him to create, bestow, and edit skills... and in order to use it, he needs to accumulate points by carrying out such tasks as eating delicious meals and doing sexual things with alluring members of the opposite sex.",172.443,6.4,12,2021.0,俺だけ入れる隠しダンジョンこっそり鍛えて世界最強
102,2021-01-09,"[16, 10759, 10765]",96942,Back Arrow,['JP'],ja,バック・アロウ,"Lingalind is a land enclosed by the Wall. The Wall covers, protects, cultivates, and nurtures the land. One day in Edger, a village on the outskirts of Lingalind, a mysterious man named Back Arrow appears. Arrow has lost his memory, but he claims that all he knows is that ""I came from outside the Wall.”",58.75,8.0,1,2021.0,バックアロウ
103,2021-01-08,"[16, 35]",110792,Idolls!,['JP'],ja,アイドールズ！,Go for Hoi Hoi Hall! This is the passionate but relaxed 10 day story of struggling idols who fight to fill a 100 seat concert hall!,37.693,0.0,0,2021.0,アイドールズ
104,2021-01-08,[16],105004,2.43: Seiin High School Boys Volleyball Team,['JP'],ja,2.43 清陰高校男子バレー部,"Kimichika Haijima was a strong junior high school volleyball team member. After getting into trouble with the team, he moved to his mother's hometown and reunites with his childhood friend, Yuni Kuroba. The two become an ace pair at volleyball, but in their last tournament, get into a big fight. Will they ever play volleyball together again?",68.221,8.8,4,2021.0,243清陰高校男子バレー部
105,2021-01-08,"[16, 35, 10759, 10765]",99618,"So I'm a Spider, So What?",['JP'],ja,蜘蛛ですが、なにか？,"I, the protagonist, was just an ordinary high school girl, but suddenly I was reincarnated as a spider monster in a fantasy world. Not only that, but I awakened in a dungeon filled with vicious monsters. Armed with only my human knowledge and my overwhelming positivity, I'm forced to use spiderwebs and traps to defeat far stronger monsters just to stay alive... So begins the labyrinth survival story of a girl with incredible mental strength living as one of the lowest-ranked beasts!",60.776,6.4,5,2021.0,蜘蛛ですがなにか
106,2021-01-08,"[16, 35, 18]",99083,Bottom-tier Character Tomozaki,['JP'],ja,弱キャラ友崎くん,"Tomozaki is one of the best gamers in Japan, and in his opinion, the game of real life is one of the worst. No clear-cut rules for success, horribly balanced, and nothing makes sense. But then he meets a gamer who's just as good as him, and she offers to teach him a few exploits...",66.055,5.5,2,2021.0,弱キャラ友崎くん
107,2021-01-07,"[16, 35]",112895,ABCiee Working Diary,['JP'],ja,エビシー修業日記,"ABCiee is a bit klutzy and ditsy, but he's full of spunk and he starts his dream job at a TV station! This is a work comedy filled with all kinds of hijinks! ""I never knew it was so hard working at a TV station, ciee!"" Despite having to face the unknown rules of the TV business, unique coworkers, and guest stars who have very particular quirks, ABCiee takes them head on with his positivity. Work, love, family, whatever goes!! Please watch over ABCiee as he takes on the TV business.",10.476,0.0,0,2021.0,エビシー修業日記
108,2021-01-07,"[16, 35]",110651,Show By Rock!! Stars!!,['JP'],ja,SHOW BY ROCK!! STARS!!,,4.354,0.0,0,2021.0,showbyrockstars
109,2021-01-07,"[16, 35, 10765]",105044,Heaven's Design Team,['JP'],ja,天地創造デザイン部,"I made the light, the water, and the earth below. Now it's time to make the life that dwells upon it. Actually... that sounds like a giant headache, so I'll contract it out! Heaven's Design Team is an agency that creates made-to-order life forms for their client, God. Why does this life form look like that? Why does this life form live this way? Watch the trials and successes of the designers and engineers forced to breathe life into God's absurd requests!",31.576,9.0,2,2021.0,天地創造デザイン部
110,2021-01-07,"[16, 9648, 10759, 10765]",104852,Hortensia Saga,['JP'],ja,オルタンシア・サーガ,"Despite the constant threat of invasion by neighboring countries who covet Hortensia’s fertile lands, Hortensia has long managed to avoid the maelstrom of war thanks to its two main territories, the principalities of Olivier and Camelia, serving as its sword and shield. But on December 5, 767, Camelia suddenly rises in revolt against Hortensia...",68.365,0.0,0,2021.0,オルタンシアサーガ
111,2021-01-07,"[16, 10759, 10765]",104155,LBX Girls,['JP'],ja,装甲娘戦機,"In an unplanned field trip, Riko is transported to an alternate Japan where metal-based life forms known as Mimesis ravage the world. Only girls equipped with LBX armored weaponry can stand up to this scourge. Joined by four other displaced young women, Riko will have to adapt to save humanity. The hope of a planet now rests on these heavy metal soldiers who desire one wish—to return home again!",14.802,0.0,0,2021.0,装甲娘戦機
113,2021-01-06,[16],112667,I★Chu: Halfway Through the Idol,['JP'],ja,アイ★チュウ HALFWAY THROUGH THE IDOL,"Youths aiming to become full-fledged idols enroll in the Étoile Vio School where the students are called IChu. But soon after they begin, Kuma Kocho gets them off to a rocky start with a single phrase...?! As they each work toward their individual goals, their activities as idols make the IChu begin to wonder... ""What is an idol?"" In their struggle to find an answer, the springtime of the IChu's lives is whittled out in glittering moments and flashes of brilliance. Their story begins now!",42.58,5.0,1,2021.0,アイチュウhalfwaythroughtheidol
114,2021-01-07,[16],116181,Ajisai no Chiru Koro ni,['JP'],ja,紫陽花の散ル頃に,Yuuta Yamano and Shinomiya Natsuha are dating. But it seems that he has no idea that she is hiding a secret relationship that gives her more satisfaction than dating him.,3.719,0.0,0,2021.0,紫陽花の散ル頃に
116,2021-01-05,"[16, 10765]",110207,Gekidol,['JP'],ja,ゲキドル,"Five years after a mystifying disaster decimates cities across the globe, Seria Morino receives an invitation to join Alice in Theater, a small stage troupe that takes it upon themselves to brighten the world through their performances.",55.05,0.0,0,2021.0,ゲキドル
117,2021-01-04,"[16, 35, 10759, 10765]",100825,Suppose a Kid From the Last Dungeon Boonies Moved to a Starter Town?,['JP'],ja,たとえばラストダンジョン前の村の少年が序盤の街で暮らすような物語,"Lloyd is a novice adventurer whose dream is to discover ""true strength"" in the capital he's always admired, despite growing up with neighbors who always considered him weak. The story starts with him departing from his hometown, which just so happens to be located right next to...one of the most dangerous dungeons in the world?!",48.222,8.7,6,2021.0,たとえばラストダンジョン前の村の少年が序盤の街で暮らすような物語
118,2021-01-04,"[16, 9648, 10759, 10765]",100077,Otherside Picnic,['JP'],ja,裏世界ピクニック,"Friendless college girl Sorawo finds a door to another world one day - a strangely post-apocalyptic-feeling Otherside with serene emptiness, which becomes her new “special place.” There, she meets one other human, the beautiful and independent Toriko, and they explore the abandoned Otherside together.",32.414,10.0,2,2021.0,裏世界ピクニック
119,2021-01-03,"[16, 35]",113360,Jimihen!! Pure Heterosexual Exchange That Changes a Reserved Girl,['JP'],ja,じみへんっ!!～地味子を変えちゃう纯异性交遊～,"The story follows Rena Yukuhasahi, a reserved office lady and Ryouhei Hachiya, a businessman and fellow colleague. Yukuhasahi appears to be the most reserved girl in the company, but becomes a super beautiful woman when she dresses up. Flustered in the presence of her transformed self, Hachiya insists on taking her out, only to find themselves in front of a love hotel.",14.949,6.6,5,2021.0,じみへんっ地味子を変えちゃう纯异性交遊
123,2021-01-01,"[16, 35]",112501,Cute Executive Officer,['JP'],ja,幼女社長,"She’s not a genius. She’s not a prodigy. Heck, she’s not even old enough to vote! But somehow Najimu Mujina scored a totally above-average job as the president and “CEO” of the Mujina Company, where she navigates the world of adults with infectious, bright-eyed charm and enthusiasm. Whether it’s golfing with colleagues, negotiating contracts or pestering her executive assistant, Yuki, her hilarious antics are sure to captivate audiences of all ages.",3.189,0.0,0,2021.0,幼女社長
124,2021-01-01,"[16, 10759, 10765]",93655,Allied Air Force Magical Idols Luminous Witches,['JP'],ja,連盟空軍航空魔法音楽隊ルミナスウィッチーズ,,0.833,0.0,0,2021.0,連盟空軍航空魔法音楽隊ルミナスウィッチーズ
