,name,overview,anilist_genres,origin_country,original_language,original_name,first_air_date,year,total_fans,combined_average_score,tmdb_popularity,tmdb_users,vote_average,anilist_users,anilist_average_score,source_material,is_adult,tmdb_id,anilist_id
2431,Crest of the Stars,"Jinto Lin's life changes forever when the Humankind Empire Abh takes over his home planet of Martine without firing a single shot. He is soon sent off to study the Abh language and culture and to prepare himself for his future as a nobleman - a future he never dreamed of. Or wanted. Now, Jinto is entering the next phase of his training, and he is about to meet his first Abh, the lovely Lafiel. But Jinto is about to learn that she is more than she appears to be. And together they will have to fight for their very lives.","['Action', 'Romance', 'Sci-Fi']",['JP'],ja,星界の紋章,1999-01-02,1999,7281.0,72.99079796731218,1.218,1,6.0,7280.0,73.0,OTHER,False,26209,290.0
2432,If I See You in my Dreams,"Virgin 24 year-old Fuguno Masuo is desperately in love with Shiozaki Nagisa, a 22 year-old kindergarten teacher. He is popular among the women, but he truly only has eyes for Nagisa. However, he is a clumsy, thickheaded and gentle man and gets into trouble a lot. He ends up in situations where it is easy for poor Nagisa to misinterpret what really happened.

Source: ANN","['Comedy', 'Drama', 'Romance']",['JP'],ja,夢で逢えたら,1998-11-30,1998,924.0,58.61818181818182,1.481,24,6.8,900.0,60.0,MANGA,False,22824,718.0
2433,Yoi ko,"Esumi Fuuka has the body of an adult and the mentality of a child, which creates many misunderstandings around her.","['Comedy', 'Ecchi', 'Slice of Life']",['JP'],ja,よいこ,1998-11-06,1998,817.0,56.94002447980416,1.96,1,8.0,816.0,57.0,MANGA,False,34694,4591.0
2434,Space Ofera アッガ・ルター,,,['JP'],ja,Space Ofera アッガ・ルター,1998-10-25,1998,0.0,0.0,0.6,0,0.0,,,,,115926,
2435,Blue Submarine No. 6,"The once famous and well respected scientist Zorndyke has bred a new genre of living being, one that thrives on the oceans and lives to destroy humans. Zorndyke believes it is time that the humans were relieved of their rule of the earth. It is up to Blue Submarine No. 6 and the rest of the Blue fleet to put an end to Zorndyke's madness and creations.","['Action', 'Adventure', 'Mecha', 'Sci-Fi']",['JP'],ja,青の６号,1998-10-25,1998,6260.0,65.87581469648562,3.171,13,6.2,6247.0,66.0,MANGA,False,30431,1051.0
2436,YU-NO,"Takuya's father died during an accident while he was doing research. Worried about his young stepmother, Ryumi, Takuya follows her to Ken point. Watching her and her best friend, Mitsuki, from behind a rock, a sudden flash of light turns into an unearthly beautiful woman. The mysterious woman slips a ring on his finger, and Takuya's travels into a parallel world begins.","['Action', 'Adventure', 'Drama', 'Sci-Fi']",['JP'],ja,この世の果てで恋を唄う少女YU-NO,1998-10-23,1998,19298.0,60.0,1.091,0,0.0,19298.0,60.0,VISUAL_NOVEL,False,76820,97995.0
2437,Mamotte Shugogetten,"Shichiri Tasuke's parents are always travelling around the world, so he basically lives alone. His life seems pretty boring and carefree until an artefact from China sent by his father makes a goddess appear: Shugogetten Shaorin is dedicated to protecting her master by summoning little spirits each with a unique power. If that is not enough, a second goddess appears: Keikounitten Ruaan, who can breathe life into objects. Her goal is to make Tasuke happy. Both goddesses are not very skilful though and cause a lot of trouble instead. Tasuke's peaceful and carefree days definitely seem to be over...

Source: AnimeNfo","['Comedy', 'Mahou Shoujo', 'Romance']",['JP'],ja,まもって守護月天!,1998-10-17,1998,975.0,63.0,2.103,0,0.0,975.0,63.0,MANGA,False,24019,626.0
2438,Devilman Lady,"Devil Lady is a Japanese action horror manga series written and illustrated by Go Nagai. It was originally serialized between January 1997 and July 2000 in the manga magazine Weekly Morning. Seventeen bound volumes were published by Kodansha for release in Japan. The story focuses on Jun Fudo, a teacher who is attacked by demons while accompanying a group of students on a school trip. In the midst of the assault, Jun transforms into the Devil Lady and defends the survivors of the initial attack, killing the demons with her new-found strength. Jun, now the Devilman Lady, fights for the sake of humanity to protect them from the devil beasts and their creations.

The manga series was adapted into a twenty-six episode anime series; the anime aired in Japan on Mainichi Broadcasting System between October 1998 and May 1999. ADV Films licensed the anime series, and released six DVD volumes between January and August 2003, as well as a complete boxed set in 2004.","['Action', 'Drama', 'Ecchi', 'Horror', 'Sci-Fi']",['JP'],en,Devilman Lady,1998-10-10,1998,972.0,60.89300411522634,6.093,2,9.0,970.0,61.0,ORIGINAL,False,45610,31475.0
2439,Bubblegum Crisis Tokyo 2040,"Tokyo’s workforce is riddled with robots that tend to go on destructive killing sprees. Four young women gear up in cybernetic suits to battle an evil corporation’s bionic pawns while its grip on the city threatens to strangle humanity. In order to shut down an android uprising, these heavy metal heroines flirt with a critical meltdown in an adrenaline-fueled death match between woman and machine!","['Action', 'Adventure', 'Mecha', 'Sci-Fi']",['JP'],ja,バブルガムクライシス TOKYO 2040,1998-10-08,1998,3663.0,66.85282555282555,3.111,9,7.1,3654.0,67.0,ORIGINAL,False,9542,568.0
2440,Steam Detectives,"The Streets here are continually enshrouded in white mist. Steam rises from everywhere, obscuring the streets and buildings. Because coal was the only fuel available, this city developed an incredibly advanced steam technology. Unfortunately, evil-doers take advantage of this white fog to commit countless crimes and continually baffle the police. At night, the white mist shrouds the darkness, intimidating everyone. People Call this city enveloped in mist, STEAM CITY.","['Action', 'Mecha', 'Mystery']",['JP'],ja,快傑蒸気探偵団,1998-10-07,1998,720.0,62.0,2.156,0,0.0,720.0,62.0,MANGA,False,20796,2704.0
2441,Master Keaton,"Master Keaton is a Japanese manga series created by Hokusei Katsushika and Naoki Urasawa. It was serialized in Big Comic Original between 1988 and 1994 and ran for 144 chapters. The chapters were combined into 18 tankōbon volumes. An anime adaptation was created, with 24 episodes airing between 1998 and 1999 in Japan on Nippon Television. An additional 15 episodes were created and released as OVAs, bringing the total to 39 episodes. The manga's target audience was Japanese men in their 20's and 30's, a comparatively older target audience than is common for most anime series.

Though the manga series has not been translated into English, the anime and OVA series were dubbed into English and released by Pioneer Entertainment.

Naoki Urasawa will be writing a sequel to the series, titled Master Keaton Remaster, with writer Takashi Nagasaki. Beginning in the March 2012 issue of Big Comic Original, it will take place 20 years after the original series ended.","['Adventure', 'Mystery']",['JP'],ja,マスターキートン,1998-10-06,1998,1275.0,76.94745098039216,3.838,1,10.0,1274.0,77.0,MANGA,False,34674,1910.0
2442,Generator Gawl,"Generator Gawl is a 1998 12-part anime series. The story is set in 2007, when Professor Takuma Nekasa uncovers a gene code that will unlock the human body's greatest mystery and expose mankind to its greatest threat. As a result, Gawl, Koji, and Ryo—three young scientists from a future period—have traveled back in time to undo this mistake. Though the trio intended to arrive one year before the calamity, they are instead transported three months prior to the event. In their effort to save the world, they are opposed by the mysterious and cunning Ryuko Saito, a scientist who prefers the future as it is. Saito is assisted by Generators, unearthly assassins posing as humans. As Ryo and Koji try to complete their mission, Gawl himself must ""generate""—becoming like his enemies to fight on their terms.","['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi']",['JP'],en,Generator Gawl,1998-10-06,1998,1166.0,61.9541166380789,1.777,1,8.5,1165.0,62.0,ORIGINAL,False,34083,1022.0
2443,Super Doll Licca-chan,"Super Doll★Licca-chan is an anime TV series which ran on TV Tokyo from 1998–1999. Kodansha also serialized a manga based on the anime series in its monthly manga magazine Nakayoshi. The story follows an ordinary elementary school girl named Licca Kayama and the strange circumstances surrounding her origins, as well as the origins of her protector, Doll Licca.

The series is an original story spin-off inspired by the long-selling and popular Takara doll lineup ""Licca-chan"", created by Miyako Maki, designed to expand the regular dress-up doll series into a line of action figures. However, the new figures were only a mild success, and did not remain in production for long.

The 52-episode TV series aired in Japan from 6 October 1998 through 28 September 1999. Since its release in Japan it has been translated into multiple languages, including Chinese, Italian, Portuguese, Tagalog and Malay, and has been broadcast internationally on various stations, including Taiwan's CTS and Hong Kong's ATV and TVB, Cartoon Network's Latin America and Brazilian services, and Italy's RaiDue.",,['JP'],ja,Super Doll Licca-chan,1998-10-06,1998,1.0,10.0,5.397,1,10.0,,,,,21268,
2444,Prince Mackaroo,"Prince Mackaroo, known in Japan as Ojarumaru, is a Japanese manga series created by Rin Inumaru and published by Shogakukan and serialized in Ciao in 1993. The manga was republished by Shueisha and re-serialized in Saikyo Jump in 2011. It was adapted as an ongoing anime series produced by Gallop and broadcast on NHK beginning in October 1998. As of today, The show has become the second longest-running anime on NHK next to Nintama Rantaro.","['Adventure', 'Comedy', 'Fantasy']",['JP'],en,Ojarumaru,1998-10-05,1998,214.0,59.0,3.234,0,0.0,214.0,59.0,ORIGINAL,False,34776,4459.0
2445,Kurogane Communication,"Set in a post-apocalyptic world in which a lone human survivor, a girl named Haruka, lives with a family of five robots.","['Action', 'Adventure', 'Drama', 'Sci-Fi']",['JP'],ja,鉄コミュニケイション,1998-10-05,1998,795.0,61.93333333333333,1.756,1,9.0,794.0,62.0,MANGA,False,34675,1660.0
2446,St. Luminous Mission High School,,"['Mystery', 'Psychological', 'Supernatural']",['JP'],ja,聖ルミナス女学院,1998-10-05,1998,435.0,54.88505747126437,1.96,1,5.0,434.0,55.0,ORIGINAL,False,30606,2781.0
2447,Gasaraki,The flames of war are fanned in the Middle East as two secretive forces unleash their latest weapons of mass destruction.,"['Drama', 'Mecha', 'Psychological', 'Supernatural']",['JP'],ja,ガサラキ,1998-10-04,1998,2866.0,62.94378925331472,3.493,3,9.3,2863.0,63.0,ORIGINAL,False,34782,782.0
2448,Orphen,"Orphen finds himself living in a quiet town and taking on a student - Majic Lin, his landlord's son. Life is quiet and fairly lazy until the day Cleao Everlasting comes home from boarding school, and stumbles into Orphen's quietly laid plans for the sword that sits on her family's mantle: the Sword Of Baltanders. It turns out that the sword is actually one of three magical artifacts that Orphen will need if he is to save Azalie, and, in fact, was the very sword Azalie used in her experiment that ended with her unfortunate transformation. Before he can obtain it, however, the Bloody August assaults the town looking for the sword.

To find the other Baltander's relics, Orphen sets off with his apprentice, little miss Everlasting and two short-statured misfits.","['Action', 'Adventure', 'Comedy', 'Fantasy']",['JP'],ja,魔術士オーフェン,1998-10-03,1998,4536.0,67.97301587301587,4.003,2,6.8,4534.0,68.0,LIGHT_NOVEL,False,61337,1017.0
2449,His and Her Circumstances,"In His and Her Circumstances, like a drug, Yukino Miyazawa was  addicted to admiration and praise from those around her. She worked hard  to become the perfect student, the perfect girl. But that was before…  him. Souichirou Arima. The instant she met him, she hated him. Without  even trying, he snatched the very glory from her hands by easily acing  the high school entrance exam that should have made her the class  representative. To take back what is rightfully hers, Yukino is putting  all her efforts into plotting her revenge – but was love part of the  plan?","['Comedy', 'Drama', 'Romance', 'Slice of Life']",['JP'],ja,彼氏彼女の事情,1998-10-02,1998,25198.0,74.79322168426066,9.153,78,8.2,25120.0,75.0,MANGA,False,36837,145.0
2450,Flint: The Time Detective,"Flint the Time Detective, known in Japan as Space-Time Detective Genshi-kun, is an animated Japanese television series directed by Hiroshi Fukutomi. It was based on a manga by Hideki Sonoda and Akira Yamauchi and was published by Kodansha in Japan. The anime aired from 1998 to 1999 in Japan and ran for 39 episodes. In USA Flint the Time Detective airs from March 5, 2000 until November 5, 2000. The series also aired in the Philippines via GMA 7 and dubbed in Filipino language which runs from late 2000 until mid-2001.

Enoki Films and Sanrio hold the license to Flint the Time Detective.","['Adventure', 'Comedy', 'Fantasy', 'Mystery', 'Sci-Fi']",['JP'],ja,時空探偵ゲンシクン,1998-10-01,1998,1095.0,58.90684931506849,3.91,2,8.0,1093.0,59.0,ORIGINAL,False,8908,2281.0
